region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Baden-Wurttemberg,2021-05-30,758,7,,,,,,,,,
Baden-Wurttemberg,2021-05-31,284,9,,,,,,,,,
Baden-Wurttemberg,2021-06-01,264,20,,,,,,,,,
Baden-Wurttemberg,2021-06-02,773,22,,,,,,,,,
Baden-Wurttemberg,2021-06-03,828,12,,,,,,,,,
Baden-Wurttemberg,2021-06-04,575,5,,,,,,,,,
Baden-Wurttemberg,2021-06-05,258,6,,,,,,,,,
Baden-Wurttemberg,2021-06-06,422,3,,,,,,,,,
Baden-Wurttemberg,2021-06-07,117,0,,,,,,,,,
Baden-Wurttemberg,2021-06-08,220,13,,,,,,,,,
Baden-Wurttemberg,2021-06-09,667,6,,,,,,,,,
Baden-Wurttemberg,2021-06-10,617,10,,,,,,,,,
Baden-Wurttemberg,2021-06-11,429,14,,,,,,,,,
Baden-Wurttemberg,2021-06-12,388,12,,,,,,,,,
Baden-Wurttemberg,2021-06-13,329,2,,,,,,,,,
Baden-Wurttemberg,2021-06-14,108,2,,,,,,,,,
Baden-Wurttemberg,2021-06-15,97,20,,,,,,,,,
Baden-Wurttemberg,2021-06-16,275,17,,,,,,,,,
Baden-Wurttemberg,2021-06-17,289,23,,,,,,,,,
Baden-Wurttemberg,2021-06-18,178,9,,,,,,,,,
Baden-Wurttemberg,2021-06-19,142,12,,,,,,,,,
Baden-Wurttemberg,2021-06-20,155,2,,,,,,,,,
Baden-Wurttemberg,2021-06-21,65,2,,,,,,,,,
Baden-Wurttemberg,2021-06-22,64,9,,,,,,,,,
Baden-Wurttemberg,2021-06-23,163,5,,,,,,,,,
Baden-Wurttemberg,2021-06-24,303,10,,,,,,,,,
Baden-Wurttemberg,2021-06-25,112,10,,,,,,,,,
Baden-Wurttemberg,2021-06-26,160,26,,,,,,,,,
Baden-Wurttemberg,2021-06-27,94,1,,,,,,,,,
Baden-Wurttemberg,2021-06-28,31,4,,,,,,,,,
Baden-Wurttemberg,2021-06-29,50,9,,,,,,,,,
Baden-Wurttemberg,2021-06-30,141,8,,,,,,,,,
Baden-Wurttemberg,2021-07-01,133,18,,,,,,,,,
Baden-Wurttemberg,2021-07-02,85,11,,,,,,,,,
Baden-Wurttemberg,2021-07-03,102,4,,,,,,,,,
Baden-Wurttemberg,2021-07-04,108,2,,,,,,,,,
Baden-Wurttemberg,2021-07-05,20,1,,,,,,,,,
Baden-Wurttemberg,2021-07-06,23,3,,,,,,,,,
Baden-Wurttemberg,2021-07-07,126,4,,,,,,,,,
Baden-Wurttemberg,2021-07-08,121,6,,,,,,,,,
Baden-Wurttemberg,2021-07-09,180,20,,,,,,,,,
Baden-Wurttemberg,2021-07-10,118,5,,,,,,,,,
Baden-Wurttemberg,2021-07-11,45,0,,,,,,,,,
Baden-Wurttemberg,2021-07-12,45,1,,,,,,,,,
Baden-Wurttemberg,2021-07-13,66,3,,,,,,,,,
Baden-Wurttemberg,2021-07-14,220,3,,,,,,,,,
Baden-Wurttemberg,2021-07-15,226,5,,,,,,,,,
Baden-Wurttemberg,2021-07-16,159,5,,,,,,,,,
Baden-Wurttemberg,2021-07-17,193,5,,,,,,,,,
Baden-Wurttemberg,2021-07-18,202,1,,,,,,,,,
Baden-Wurttemberg,2021-07-19,48,0,,,,,,,,,
Baden-Wurttemberg,2021-07-20,68,7,,,,,,,,,
Baden-Wurttemberg,2021-07-21,258,8,,,,,,,,,
Baden-Wurttemberg,2021-07-22,268,6,,,,,,,,,
Baden-Wurttemberg,2021-07-23,283,10,,,,,,,,,
Baden-Wurttemberg,2021-07-24,232,6,,,,,,,,,
Baden-Wurttemberg,2021-07-25,217,1,,,,,,,,,
Baden-Wurttemberg,2021-07-26,98,,1.2,1.7,1,0,0,0,1,2,4
Baden-Wurttemberg,2021-07-27,107,,5.9,5.5,5,0,3,4,6,8,14
Baden-Wurttemberg,2021-07-28,350.5,,6.9,5.7,6,1,3,4,7,9,17
Baden-Wurttemberg,2021-07-29,439,,7.7,5.9,7,1,3,5,8,11,19
Baden-Wurttemberg,2021-07-30,370,,15.1,10.5,13,2,8,11,15,20,35
Baden-Wurttemberg,2021-07-31,328,,8.6,7,7,1,4,6,8,11,20
Baden-Wurttemberg,2021-08-01,332,,2,2.1,1,0,0,1,2,3,6
Baden-Wurttemberg,2021-08-02,144,,1.7,2.1,1,0,0,1,1,2,6
Baden-Wurttemberg,2021-08-03,156,,8.3,7.3,7,1,3,5,8,11,21
Baden-Wurttemberg,2021-08-04,513.5,,10.7,9.5,8,1,5,7,10,14,27
Baden-Wurttemberg,2021-08-05,636.5,,11.8,9.2,10,2,6,8,12,16,29
Baden-Wurttemberg,2021-08-06,517.5,,23.6,18.5,19,4,12,16,23,31,59
Baden-Wurttemberg,2021-08-07,476.5,,13.1,12.3,10,2,6,9,12,17,32
Baden-Wurttemberg,2021-08-08,499.5,,3.2,3.7,2,0,1,2,3,4,10
Baden-Wurttemberg,2021-08-09,206,,3,4.8,2,0,1,1,3,4,9
Baden-Wurttemberg,2021-08-10,221,,13.9,14.8,10,2,5,8,12,17,38
Baden-Wurttemberg,2021-08-11,728.5,,17.3,27.8,12,2,7,9.6,14,21,45
Baden-Wurttemberg,2021-08-12,924,,19.5,25.8,14,2,7,11,17,25,53
Baden-Wurttemberg,2021-08-13,780,,39.1,88,25,5,14,20,32,47,100.1
Baden-Wurttemberg,2021-08-14,687.5,,23,41,15,2,8,11,18,26,67
Baden-Wurttemberg,2021-08-15,685,,5.5,12,3,0,1,2,4,7,17
Baden-Wurttemberg,2021-08-16,293.5,,5,11.7,2,0,1,2,3,6,17
Baden-Wurttemberg,2021-08-17,320.5,,25.8,100.5,14,2,7,11,18,26,77
Baden-Wurttemberg,2021-08-18,1041.5,,30.3,67,17,2,8,13,21,33,96.3
Baden-Wurttemberg,2021-08-19,1302,,37.2,108.9,20,3,9,15,26,41,107
Baden-Wurttemberg,2021-08-20,1101.5,,82,416.8,39,5,18.8,29,51,80,237.2
Baden-Wurttemberg,2021-08-21,1018.5,,46,236.7,21,2,10,16,28,43.2,139
Baden-Wurttemberg,2021-08-22,990.5,,10,27.7,4,0,2,3,6,10,35
Baden-Wurttemberg,2021-08-23,417,,10.9,69.1,4,0,1,2,5,9.2,31.1
Baden-Wurttemberg,2021-08-24,449,,52.8,316.2,20,2,8,14,28,46,147
Baden-Wurttemberg,2021-08-25,1490,,60.5,201.9,23,2,9,16,32,58,232
Bavaria,2021-05-30,585,4,,,,,,,,,
Bavaria,2021-05-31,428,3,,,,,,,,,
Bavaria,2021-06-01,202,11,,,,,,,,,
Bavaria,2021-06-02,806,10,,,,,,,,,
Bavaria,2021-06-03,654,27,,,,,,,,,
Bavaria,2021-06-04,432,6,,,,,,,,,
Bavaria,2021-06-05,365,11,,,,,,,,,
Bavaria,2021-06-06,504,7,,,,,,,,,
Bavaria,2021-06-07,297,2,,,,,,,,,
Bavaria,2021-06-08,163,20,,,,,,,,,
Bavaria,2021-06-09,649,25,,,,,,,,,
Bavaria,2021-06-10,639,9,,,,,,,,,
Bavaria,2021-06-11,442,9,,,,,,,,,
Bavaria,2021-06-12,332,17,,,,,,,,,
Bavaria,2021-06-13,269,3,,,,,,,,,
Bavaria,2021-06-14,156,0,,,,,,,,,
Bavaria,2021-06-15,66,12,,,,,,,,,
Bavaria,2021-06-16,328,25,,,,,,,,,
Bavaria,2021-06-17,236,14,,,,,,,,,
