Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,7004 (1995 -- 24479),Likely increasing,1.1 (0.79 -- 1.5),0.026 (-0.059 -- 0.12),27 (5.7 -- -12)
Bavaria,8432 (3032 -- 34512),Likely increasing,1.1 (0.85 -- 1.6),0.031 (-0.041 -- 0.16),22 (4.2 -- -17)
Berlin,725 (132 -- 2888),Stable,1 (0.67 -- 1.3),0.0017 (-0.097 -- 0.08),420 (8.6 -- -7.2)
Brandenburg,743 (101 -- 2891),Likely decreasing,0.96 (0.55 -- 1.3),-0.012 (-0.13 -- 0.079),-58 (8.8 -- -5.2)
Bremen,149 (25 -- 743),Likely decreasing,0.96 (0.66 -- 1.3),-0.011 (-0.097 -- 0.073),-64 (9.5 -- -7.1)
Dolnośląskie,1171 (40 -- 4668),Likely decreasing,0.9 (0.35 -- 1.2),-0.027 (-0.2 -- 0.045),-26 (15 -- -3.4)
Germany,25400 (10466 -- 62297),Stable,1 (0.79 -- 1.3),0.0033 (-0.061 -- 0.086),210 (8.1 -- -11)
Hamburg,361 (40 -- 1889),Likely decreasing,0.87 (0.5 -- 1.2),-0.037 (-0.15 -- 0.063),-19 (11 -- -4.6)
Hesse,2088 (438 -- 6663),Stable,1 (0.67 -- 1.3),0.0025 (-0.095 -- 0.077),280 (9.1 -- -7.3)
Kujawsko-Pomorskie,2058 (337 -- 7946),Stable,0.98 (0.56 -- 1.4),-0.0058 (-0.13 -- 0.096),-120 (7.2 -- -5.3)
Lower Saxony,3166 (552 -- 13230),Likely increasing,1.1 (0.64 -- 1.5),0.015 (-0.11 -- 0.13),46 (5.5 -- -6.6)
Lubelskie,441 (23 -- 2673),Likely decreasing,0.76 (0.29 -- 1.2),-0.069 (-0.23 -- 0.059),-10 (12 -- -3)
Lubuskie,228 (2 -- 4735),Likely decreasing,0.66 (0.12 -- 1.4),-0.1 (-0.29 -- 0.12),-7 (6 -- -2.4)
Mazowieckie,636 (39 -- 4214),Likely decreasing,0.7 (0.25 -- 1.2),-0.084 (-0.24 -- 0.041),-8.2 (17 -- -2.9)
Małopolskie,995 (76 -- 5702),Likely decreasing,0.88 (0.42 -- 1.4),-0.032 (-0.18 -- 0.092),-21 (7.6 -- -3.9)
Mecklenburg-Vorpommern,1790 (449 -- 9260),Likely increasing,1.1 (0.8 -- 1.7),0.032 (-0.056 -- 0.17),22 (4.1 -- -12)
North Rhine-Westphalia,3363 (679 -- 11998),Likely decreasing,0.85 (0.49 -- 1.2),-0.043 (-0.15 -- 0.051),-16 (14 -- -4.5)
Opolskie,491 (62 -- 1735),Likely decreasing,0.93 (0.52 -- 1.2),-0.02 (-0.14 -- 0.052),-35 (13 -- -4.9)
Podkarpackie,1129 (165 -- 3862),Likely decreasing,0.91 (0.54 -- 1.1),-0.024 (-0.14 -- 0.034),-29 (20 -- -5)
Podlaskie,394 (32 -- 1340),Likely decreasing,0.89 (0.42 -- 1.1),-0.031 (-0.18 -- 0.037),-23 (19 -- -3.8)
Poland,11340 (1936 -- 36969),Likely decreasing,0.82 (0.48 -- 1.1),-0.05 (-0.16 -- 0.037),-14 (19 -- -4.4)
Pomorskie,1508 (386 -- 4560),Likely decreasing,0.97 (0.67 -- 1.2),-0.0095 (-0.096 -- 0.044),-73 (16 -- -7.2)
Rhineland-Palatinate,1386 (169 -- 7676),Stable,0.94 (0.48 -- 1.4),-0.016 (-0.16 -- 0.11),-43 (6.3 -- -4.4)
Saarland,372 (56 -- 1810),Stable,0.99 (0.59 -- 1.4),-0.0029 (-0.12 -- 0.09),-240 (7.7 -- -5.7)
Saxony,2009 (307 -- 15887),Likely increasing,1.1 (0.68 -- 1.9),0.033 (-0.092 -- 0.23),21 (3 -- -7.5)
Saxony-Anhalt,1328 (424 -- 5960),Likely increasing,1.1 (0.84 -- 1.6),0.02 (-0.046 -- 0.14),35 (4.9 -- -15)
Schleswig-Holstein,500 (82 -- 1906),Likely decreasing,0.96 (0.59 -- 1.3),-0.012 (-0.12 -- 0.072),-59 (9.6 -- -5.7)
Thuringia,642 (23 -- 3931),Likely decreasing,0.89 (0.32 -- 1.3),-0.03 (-0.22 -- 0.077),-23 (9 -- -3.2)
Warmińsko-Mazurskie,982 (173 -- 3368),Likely decreasing,0.97 (0.6 -- 1.3),-0.0093 (-0.12 -- 0.079),-74 (8.7 -- -5.9)
Wielkopolskie,1620 (520 -- 5009),Likely decreasing,0.94 (0.7 -- 1.1),-0.016 (-0.086 -- 0.037),-44 (19 -- -8.1)
Zachodniopomorskie,1602 (323 -- 5057),Stable,0.99 (0.62 -- 1.2),-0.0033 (-0.11 -- 0.062),-210 (11 -- -6.2)
Łódzkie,1935 (638 -- 5486),Likely decreasing,0.97 (0.77 -- 1.2),-0.0078 (-0.066 -- 0.048),-89 (14 -- -11)
Śląskie,3161 (538 -- 10270),Likely decreasing,0.94 (0.55 -- 1.2),-0.016 (-0.13 -- 0.057),-43 (12 -- -5.2)
Świętokrzyskie,899 (181 -- 2324),Likely decreasing,0.95 (0.65 -- 1.1),-0.013 (-0.1 -- 0.03),-55 (23 -- -6.6)
