region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,13211 (4912 -- 32418),13211,15245,9353,4912,9243,11670,15030,18850,32418,New confirmed cases by infection date,Likely decreasing,0.83
Lower Saxony,3376 (833 -- 10559),3376,4420,6513,833,2259,2905,3927,5060,10559,New confirmed cases by infection date,Stable,0.53
North Rhine-Westphalia,2744 (977 -- 7056),2744,3587,4396,977,1932,2416,3096,3840,7056,New confirmed cases by infection date,Likely decreasing,0.8
Bavaria,1906 (615 -- 5877),1906,2436,2254,615,1242,1641,2228,2871,5877,New confirmed cases by infection date,Likely decreasing,0.76
Baden-Wurttemberg,1452 (110 -- 6631),1452,2736,25999,110,715,1155,1771,2560,6631,New confirmed cases by infection date,Likely decreasing,0.85
Berlin,1421 (413 -- 7976),1421,2647,5542,413,846,1169,1712,2503,7976,New confirmed cases by infection date,Likely increasing,0.23
Hamburg,1222 (294 -- 5237),1222,2484,23496,294,776,1050,1457,1973,5237,New confirmed cases by infection date,Likely increasing,0.31
Thuringia,782 (99 -- 2622),782,1028,1097,99,410,634,961,1299,2622,New confirmed cases by infection date,Likely decreasing,0.72
Hesse,755 (110 -- 2238),755,938,1053,110,455,639,876,1160,2238,New confirmed cases by infection date,Likely decreasing,0.86
Poland,736 (246 -- 3499),736,1230,2407,246,445,597,919,1297,3499,New confirmed cases by infection date,Likely decreasing,0.69
Brandenburg,722 (192 -- 3274),722,1205,3097,192,459,609,879,1290,3274,New confirmed cases by infection date,Stable,0.55
Rhineland-Palatinate,691 (204 -- 2251),691,947,1230,204,459,597,816,1065,2251,New confirmed cases by infection date,Likely decreasing,0.69
Saxony,680 (65 -- 4325),680,1314,2594,65,293,499,879,1353,4325,New confirmed cases by infection date,Likely decreasing,0.86
Mazowieckie,578 (73 -- 17233),578,10202,96380,73,211,392,992,2168,17233,New confirmed cases by infection date,Likely increasing,0.33
Schleswig-Holstein,477 (101 -- 1670),477,753,2017,101,287,400,559,742,1670,New confirmed cases by infection date,Likely decreasing,0.75
Mecklenburg-Vorpommern,389 (85 -- 2287),389,726,1369,85,218,314,483,711,2287,New confirmed cases by infection date,Likely decreasing,0.72
