Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,4715 (2193 -- 12106),Increasing,1.5 (1.1 -- 2.2),0.13 (0.029 -- 0.29),5.3 (2.4 -- 24)
Bavaria,4615 (1837 -- 13738),Likely increasing,1.4 (0.97 -- 2.1),0.1 (-0.0092 -- 0.27),6.7 (2.5 -- -76)
Berlin,3278 (967 -- 13139),Likely increasing,1.3 (0.87 -- 2.2),0.087 (-0.037 -- 0.29),8 (2.4 -- -19)
Brandenburg,567 (107 -- 3650),Likely increasing,1.3 (0.57 -- 2.5),0.069 (-0.13 -- 0.36),10 (1.9 -- -5.5)
Bremen,188 (71 -- 545),Likely increasing,1.1 (0.78 -- 1.7),0.033 (-0.062 -- 0.19),21 (3.7 -- -11)
Dolnośląskie,42 (19 -- 94),Likely increasing,1.1 (0.81 -- 1.4),0.017 (-0.054 -- 0.099),41 (7 -- -13)
Germany,36929 (20108 -- 73851),Increasing,1.4 (1.1 -- 1.8),0.1 (0.024 -- 0.21),6.7 (3.3 -- 29)
Hamburg,1475 (798 -- 2927),Likely increasing,1.2 (0.98 -- 1.6),0.06 (-0.0053 -- 0.14),12 (4.8 -- -130)
Hesse,2271 (1073 -- 5765),Likely increasing,1.3 (0.97 -- 1.8),0.07 (-0.0093 -- 0.2),9.9 (3.5 -- -75)
Kujawsko-Pomorskie,36 (14 -- 82),Likely increasing,1.1 (0.8 -- 1.4),0.029 (-0.057 -- 0.11),24 (6.3 -- -12)
Lower Saxony,1916 (726 -- 5509),Likely increasing,1.2 (0.83 -- 1.9),0.066 (-0.048 -- 0.22),10 (3.1 -- -14)
Lubelskie,46 (17 -- 113),Stable,0.99 (0.67 -- 1.3),-0.0022 (-0.096 -- 0.092),-320 (7.6 -- -7.2)
Lubuskie,27 (8 -- 97),Likely increasing,1.2 (0.8 -- 1.9),0.061 (-0.056 -- 0.22),11 (3.1 -- -12)
Mazowieckie,99 (53 -- 178),Likely increasing,1.1 (0.86 -- 1.3),0.019 (-0.039 -- 0.081),36 (8.6 -- -18)
Małopolskie,53 (23 -- 120),Likely decreasing,0.86 (0.61 -- 1.2),-0.038 (-0.11 -- 0.056),-18 (12 -- -6)
Mecklenburg-Vorpommern,423 (129 -- 1317),Likely increasing,1.3 (0.81 -- 1.9),0.07 (-0.054 -- 0.22),10 (3.1 -- -13)
North Rhine-Westphalia,13535 (6942 -- 26708),Increasing,1.4 (1.1 -- 1.9),0.11 (0.02 -- 0.22),6.5 (3.2 -- 35)
Opolskie,28 (10 -- 75),Likely increasing,1.2 (0.82 -- 1.7),0.059 (-0.051 -- 0.19),12 (3.7 -- -14)
Podkarpackie,53 (19 -- 137),Stable,1 (0.71 -- 1.4),0.014 (-0.084 -- 0.11),50 (6 -- -8.3)
Podlaskie,68 (28 -- 247),Likely increasing,1.3 (0.88 -- 2),0.071 (-0.034 -- 0.25),9.8 (2.8 -- -20)
Poland,697 (457 -- 1098),Likely increasing,1.1 (0.93 -- 1.3),0.024 (-0.019 -- 0.078),29 (8.9 -- -37)
Pomorskie,46 (18 -- 113),Likely increasing,1.1 (0.8 -- 1.5),0.028 (-0.057 -- 0.14),25 (5.1 -- -12)
Rhineland-Palatinate,1402 (647 -- 3424),Likely increasing,1.4 (0.99 -- 2),0.097 (-0.004 -- 0.24),7.1 (2.8 -- -170)
Saarland,342 (126 -- 1033),Likely increasing,1.2 (0.79 -- 1.7),0.041 (-0.06 -- 0.18),17 (3.8 -- -12)
Saxony,367 (88 -- 1623),Likely increasing,1.1 (0.63 -- 1.9),0.034 (-0.11 -- 0.23),20 (3 -- -6.4)
Saxony-Anhalt,143 (45 -- 467),Stable,1 (0.61 -- 1.7),0.011 (-0.11 -- 0.17),62 (4 -- -6.2)
Schleswig-Holstein,972 (431 -- 2009),Stable,1 (0.71 -- 1.3),0.0049 (-0.082 -- 0.092),140 (7.5 -- -8.5)
Thuringia,103 (35 -- 346),Stable,1 (0.65 -- 1.7),0.0095 (-0.1 -- 0.18),73 (3.8 -- -6.8)
Warmińsko-Mazurskie,28 (10 -- 70),Likely increasing,1.1 (0.72 -- 1.4),0.024 (-0.081 -- 0.11),29 (6.1 -- -8.6)
Wielkopolskie,54 (27 -- 135),Likely increasing,1.2 (0.94 -- 1.7),0.05 (-0.017 -- 0.17),14 (4 -- -41)
Zachodniopomorskie,38 (17 -- 83),Likely increasing,1.1 (0.88 -- 1.4),0.039 (-0.034 -- 0.11),18 (6.1 -- -20)
Łódzkie,32 (15 -- 64),Likely increasing,1.1 (0.83 -- 1.3),0.018 (-0.048 -- 0.081),38 (8.5 -- -14)
Śląskie,62 (26 -- 137),Stable,1 (0.7 -- 1.3),0.00024 (-0.088 -- 0.089),2900 (7.8 -- -7.9)
Świętokrzyskie,30 (12 -- 81),Likely increasing,1.2 (0.9 -- 1.7),0.057 (-0.027 -- 0.17),12 (4.1 -- -25)
