Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,728 (139 -- 2647),Likely decreasing,0.92 (0.61 -- 1.2),-0.023 (-0.11 -- 0.041),-30 (17 -- -6.1)
Bavaria,1000 (215 -- 3317),Likely decreasing,0.88 (0.61 -- 1.1),-0.035 (-0.12 -- 0.033),-20 (21 -- -6)
Berlin,588 (37 -- 2705),Likely decreasing,0.96 (0.47 -- 1.2),-0.011 (-0.16 -- 0.058),-64 (12 -- -4.3)
Brandenburg,136 (2 -- 688),Likely decreasing,0.83 (0.27 -- 1.1),-0.048 (-0.23 -- 0.031),-15 (23 -- -3)
Bremen,18 (0 -- 228),Likely decreasing,0.78 (0.23 -- 1.2),-0.064 (-0.25 -- 0.055),-11 (13 -- -2.8)
Dolnośląskie,44 (1 -- 448),Likely decreasing,0.87 (0.41 -- 1.4),-0.035 (-0.18 -- 0.11),-20 (6.1 -- -3.8)
Germany,6710 (1247 -- 18378),Likely decreasing,0.89 (0.61 -- 1.1),-0.031 (-0.11 -- 0.015),-22 (47 -- -6.1)
Hamburg,47 (0 -- 610),Likely decreasing,0.66 (0.15 -- 1.1),-0.1 (-0.28 -- 0.03),-6.9 (23 -- -2.5)
Hesse,1034 (322 -- 18706),Stable,0.98 (0.82 -- 2),-0.0058 (-0.05 -- 0.25),-120 (2.8 -- -14)
Kujawsko-Pomorskie,2 (0 -- 325),Likely decreasing,0.67 (0.07 -- 1.9),-0.096 (-0.32 -- 0.23),-7.2 (3 -- -2.1)
Lower Saxony,523 (10 -- 3394),Likely decreasing,0.77 (0.24 -- 1.1),-0.065 (-0.25 -- 0.019),-11 (36 -- -2.8)
Lubelskie,12 (0 -- 143),Likely decreasing,0.83 (0.43 -- 1.3),-0.049 (-0.18 -- 0.088),-14 (7.9 -- -3.9)
Lubuskie,5 (0 -- 162),Likely decreasing,0.71 (0.077 -- 1.5),-0.083 (-0.32 -- 0.13),-8.4 (5.5 -- -2.2)
Mazowieckie,90 (1 -- 732),Likely decreasing,0.81 (0.2 -- 1.3),-0.053 (-0.26 -- 0.074),-13 (9.3 -- -2.6)
Małopolskie,19 (0 -- 278),Likely decreasing,0.83 (0.31 -- 1.4),-0.047 (-0.22 -- 0.1),-15 (6.6 -- -3.2)
Mecklenburg-Vorpommern,113 (11 -- 488),Likely decreasing,0.86 (0.44 -- 1.1),-0.04 (-0.17 -- 0.031),-18 (23 -- -4.1)
North Rhine-Westphalia,1672 (235 -- 4550),Likely decreasing,0.89 (0.49 -- 1),-0.03 (-0.16 -- 0.0097),-23 (72 -- -4.4)
Opolskie,144 (6 -- 4166),Stable,1.1 (0.43 -- 2.2),0.021 (-0.18 -- 0.3),33 (2.3 -- -3.9)
Podkarpackie,18 (0 -- 449),Likely decreasing,0.85 (0.24 -- 1.7),-0.041 (-0.24 -- 0.17),-17 (4.1 -- -2.8)
Podlaskie,1 (0 -- 41),Likely decreasing,0.74 (0.15 -- 1.3),-0.076 (-0.28 -- 0.086),-9.1 (8.1 -- -2.4)
Poland,395 (36 -- 1589),Likely decreasing,0.85 (0.41 -- 1.2),-0.043 (-0.18 -- 0.044),-16 (16 -- -3.8)
Pomorskie,58 (2 -- 4702),Stable,0.94 (0.49 -- 2.5),-0.017 (-0.15 -- 0.35),-42 (2 -- -4.5)
Rhineland-Palatinate,528 (14 -- 1745),Likely decreasing,0.92 (0.36 -- 1.1),-0.022 (-0.2 -- 0.035),-32 (20 -- -3.5)
Saarland,65 (2 -- 346),Likely decreasing,0.84 (0.41 -- 1.1),-0.046 (-0.18 -- 0.034),-15 (20 -- -3.8)
Saxony,306 (29 -- 1811),Likely decreasing,0.8 (0.45 -- 1.1),-0.057 (-0.17 -- 0.039),-12 (18 -- -4.2)
Saxony-Anhalt,142 (14 -- 632),Likely decreasing,0.83 (0.48 -- 1.1),-0.048 (-0.16 -- 0.03),-14 (23 -- -4.4)
Schleswig-Holstein,334 (56 -- 1228),Likely decreasing,0.94 (0.63 -- 1.2),-0.018 (-0.11 -- 0.045),-39 (15 -- -6.3)
Thuringia,248 (6 -- 1404),Likely decreasing,0.82 (0.32 -- 1.1),-0.051 (-0.21 -- 0.017),-14 (41 -- -3.3)
Warmińsko-Mazurskie,100 (1 -- 9142),Stable,1.1 (0.33 -- 2.8),0.033 (-0.21 -- 0.43),21 (1.6 -- -3.3)
Wielkopolskie,12 (0 -- 186),Likely decreasing,0.78 (0.13 -- 1.5),-0.062 (-0.3 -- 0.14),-11 (4.9 -- -2.3)
Zachodniopomorskie,5 (0 -- 188),Likely decreasing,0.78 (0.38 -- 1.6),-0.063 (-0.2 -- 0.17),-11 (4.2 -- -3.5)
Łódzkie,11 (0 -- 157),Likely decreasing,0.81 (0.48 -- 1.3),-0.054 (-0.15 -- 0.081),-13 (8.5 -- -4.5)
Śląskie,10 (0 -- 87),Likely decreasing,0.77 (0.26 -- 1.1),-0.066 (-0.24 -- 0.032),-11 (22 -- -2.9)
Świętokrzyskie,47 (3 -- 1874),Likely decreasing,0.93 (0.51 -- 2),-0.02 (-0.15 -- 0.25),-35 (2.8 -- -4.8)
