region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,301193 (117983 -- 933589),301193,391623,361302,117983,198359,253628,352057,461714,933589,New confirmed cases by infection date,Likely increasing,0.12
Poland,75671 (43606 -- 140355),75671,82032,31454,43606,60450,69693,83224,96758,140355,New confirmed cases by infection date,Likely increasing,0.13
North Rhine-Westphalia,70344 (28857 -- 199010),70344,88934,68361,28857,47618,61493,83007,106846,199010,New confirmed cases by infection date,Likely increasing,0.066
Bavaria,48141 (18918 -- 134787),48141,60278,47797,18918,32287,41610,56244,73854,134787,New confirmed cases by infection date,Likely increasing,0.06
Berlin,40147 (13484 -- 186398),40147,65074,95479,13484,24606,32901,49103,68732,186398,New confirmed cases by infection date,Increasing,0.02
Hesse,29072 (13222 -- 74685),29072,34312,20988,13222,20396,25133,32840,41645,74685,New confirmed cases by infection date,Increasing,0.039
Schleswig-Holstein,27998 (12347 -- 65161),27998,32348,18720,12347,20226,25138,31846,38864,65161,New confirmed cases by infection date,Increasing,0.008
Baden-Wurttemberg,26461 (11101 -- 78480),26461,33725,28209,11101,17941,22960,30778,39739,78480,New confirmed cases by infection date,Likely increasing,0.23
Rhineland-Palatinate,25951 (9559 -- 76561),25951,32660,25185,9559,17440,22441,30940,39861,76561,New confirmed cases by infection date,Increasing,0.01
Lower Saxony,17751 (7242 -- 61056),17751,28399,70965,7242,12136,15294,20774,27428,61056,New confirmed cases by infection date,Likely increasing,0.23
Mazowieckie,14118 (7865 -- 27606),14118,15455,6345,7865,11177,12956,15532,18251,27606,New confirmed cases by infection date,Likely increasing,0.058
Małopolskie,12418 (6431 -- 25099),12418,13672,6178,6431,9549,11339,13732,16300,25099,New confirmed cases by infection date,Likely increasing,0.067
Hamburg,9319 (5661 -- 18113),9319,10235,4284,5661,7383,8475,10122,11901,18113,New confirmed cases by infection date,Increasing,0.0095
Brandenburg,8649 (3998 -- 22834),8649,10632,7778,3998,6231,7645,9997,12695,22834,New confirmed cases by infection date,Likely increasing,0.27
Bremen,8379 (3464 -- 28353),8379,11269,11010,3464,5515,7059,9787,13150,28353,New confirmed cases by infection date,Increasing,0.0075
Dolnośląskie,7210 (3627 -- 13154),7210,7607,3288,3627,5361,6491,7912,9052,13154,New confirmed cases by infection date,Likely increasing,0.13
Mecklenburg-Vorpommern,6526 (2998 -- 16758),6526,7822,5033,2998,4690,5735,7521,9452,16758,New confirmed cases by infection date,Likely increasing,0.064
Śląskie,6098 (3398 -- 12190),6098,6681,2860,3398,4787,5491,6726,7934,12190,New confirmed cases by infection date,Likely increasing,0.38
Saxony,5537 (1945 -- 19214),5537,7525,7706,1945,3549,4709,6507,8726,19214,New confirmed cases by infection date,Likely decreasing,0.71
Pomorskie,5028 (2786 -- 10308),5028,5580,2458,2786,3902,4542,5601,6658,10308,New confirmed cases by infection date,Likely increasing,0.12
Saarland,4651 (2140 -- 10577),4651,5299,2955,2140,3334,4086,5232,6431,10577,New confirmed cases by infection date,Increasing,0.038
