Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,26461 (11101 -- 78480),Likely increasing,1.1 (0.87 -- 1.6),0.036 (-0.037 -- 0.16),19 (4.4 -- -19)
Bavaria,48141 (18918 -- 134787),Likely increasing,1.4 (0.98 -- 2),0.095 (-0.0057 -- 0.24),7.3 (2.9 -- -120)
Berlin,40147 (13484 -- 186398),Increasing,1.4 (1 -- 2.5),0.11 (0.013 -- 0.35),6.1 (2 -- 52)
Brandenburg,8649 (3998 -- 22834),Likely increasing,1.1 (0.86 -- 1.6),0.028 (-0.04 -- 0.14),25 (4.8 -- -17)
Bremen,8379 (3464 -- 28353),Increasing,1.4 (1.1 -- 1.9),0.092 (0.029 -- 0.23),7.5 (3 -- 24)
Dolnośląskie,7210 (3627 -- 13154),Likely increasing,1.2 (0.92 -- 1.5),0.049 (-0.022 -- 0.12),14 (5.6 -- -32)
Germany,301193 (117983 -- 933589),Likely increasing,1.2 (0.92 -- 1.8),0.063 (-0.021 -- 0.21),11 (3.3 -- -32)
Hamburg,9319 (5661 -- 18113),Increasing,1.1 (1.1 -- 1.4),0.039 (0.014 -- 0.1),18 (6.6 -- 49)
Hesse,29072 (13222 -- 74685),Increasing,1.3 (1 -- 1.8),0.088 (0.0069 -- 0.21),7.8 (3.3 -- 100)
Kujawsko-Pomorskie,2460 (1389 -- 4833),Stable,1 (0.85 -- 1.3),0.008 (-0.043 -- 0.08),87 (8.7 -- -16)
Lower Saxony,17751 (7242 -- 61056),Likely increasing,1.1 (0.88 -- 1.6),0.02 (-0.034 -- 0.14),35 (4.8 -- -20)
Lubelskie,3515 (1936 -- 6814),Increasing,1.2 (1 -- 1.5),0.064 (0.0045 -- 0.14),11 (5 -- 150)
Lubuskie,1237 (663 -- 2595),Stable,1 (0.8 -- 1.3),0.0074 (-0.056 -- 0.081),94 (8.5 -- -12)
Mazowieckie,14118 (7865 -- 27606),Likely increasing,1.2 (0.99 -- 1.5),0.061 (-0.0017 -- 0.14),11 (5.1 -- -400)
Małopolskie,12418 (6431 -- 25099),Likely increasing,1.3 (0.98 -- 1.6),0.066 (-0.0069 -- 0.15),10 (4.7 -- -100)
Mecklenburg-Vorpommern,6526 (2998 -- 16758),Likely increasing,1.3 (0.98 -- 1.8),0.072 (-0.0055 -- 0.19),9.6 (3.6 -- -130)
North Rhine-Westphalia,70344 (28857 -- 199010),Likely increasing,1.3 (0.98 -- 1.8),0.08 (-0.0061 -- 0.21),8.6 (3.3 -- -110)
Opolskie,1154 (647 -- 2300),Likely decreasing,0.94 (0.77 -- 1.2),-0.017 (-0.065 -- 0.047),-42 (15 -- -11)
Podkarpackie,3931 (2093 -- 7559),Likely increasing,1.2 (0.94 -- 1.5),0.061 (-0.016 -- 0.14),11 (5.1 -- -42)
Podlaskie,1607 (844 -- 3240),Increasing,1.3 (1 -- 1.6),0.076 (0.009 -- 0.16),9.1 (4.4 -- 77)
Poland,75671 (43606 -- 140355),Likely increasing,1.1 (0.93 -- 1.4),0.038 (-0.019 -- 0.1),18 (6.8 -- -37)
Pomorskie,5028 (2786 -- 10308),Likely increasing,1.2 (0.95 -- 1.5),0.042 (-0.014 -- 0.13),16 (5.5 -- -48)
Rhineland-Palatinate,25951 (9559 -- 76561),Increasing,1.7 (1.2 -- 2.4),0.17 (0.046 -- 0.34),4.2 (2 -- 15)
Saarland,4651 (2140 -- 10577),Increasing,1.4 (1 -- 1.9),0.11 (0.0068 -- 0.23),6.5 (3 -- 100)
Saxony,5537 (1945 -- 19214),Likely decreasing,0.89 (0.62 -- 1.3),-0.032 (-0.11 -- 0.087),-22 (8 -- -6.3)
Saxony-Anhalt,2213 (891 -- 6243),Likely decreasing,0.86 (0.62 -- 1.2),-0.04 (-0.11 -- 0.059),-17 (12 -- -6.3)
Schleswig-Holstein,27998 (12347 -- 65161),Increasing,1.5 (1.2 -- 2),0.14 (0.049 -- 0.25),5.1 (2.8 -- 14)
Thuringia,2456 (1163 -- 6131),Likely decreasing,0.84 (0.64 -- 1.1),-0.046 (-0.1 -- 0.039),-15 (18 -- -6.6)
Warmińsko-Mazurskie,1771 (868 -- 3816),Stable,1 (0.82 -- 1.3),0.0062 (-0.05 -- 0.086),110 (8.1 -- -14)
Wielkopolskie,4413 (2517 -- 8124),Stable,0.99 (0.82 -- 1.2),-0.0022 (-0.05 -- 0.058),-320 (12 -- -14)
Zachodniopomorskie,2923 (1639 -- 5740),Likely increasing,1.1 (0.91 -- 1.4),0.022 (-0.025 -- 0.099),31 (7 -- -28)
Łódzkie,2845 (1567 -- 5628),Stable,1 (0.83 -- 1.3),0.0044 (-0.047 -- 0.079),160 (8.8 -- -15)
Śląskie,6098 (3398 -- 12190),Likely increasing,1 (0.85 -- 1.3),0.011 (-0.043 -- 0.078),66 (8.8 -- -16)
Świętokrzyskie,1620 (884 -- 3103),Likely increasing,1.1 (0.91 -- 1.4),0.03 (-0.025 -- 0.094),23 (7.4 -- -28)
