Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,7564 (3864 -- 14384),Likely increasing,1.2 (0.88 -- 1.6),0.056 (-0.033 -- 0.14),12 (4.8 -- -21)
Bavaria,9173 (3323 -- 23717),Likely increasing,1.2 (0.78 -- 1.7),0.063 (-0.063 -- 0.19),11 (3.6 -- -11)
Berlin,1581 (451 -- 5184),Stable,0.96 (0.57 -- 1.4),-0.011 (-0.13 -- 0.11),-65 (6.4 -- -5.5)
Brandenburg,503 (144 -- 1418),Likely increasing,1.1 (0.71 -- 1.4),0.024 (-0.081 -- 0.11),29 (6.1 -- -8.5)
Bremen,569 (275 -- 1252),Likely increasing,1.2 (1 -- 1.6),0.065 (-0.001 -- 0.15),11 (4.6 -- -690)
Dolnośląskie,58 (27 -- 124),Likely increasing,1 (0.81 -- 1.3),0.013 (-0.054 -- 0.088),54 (7.9 -- -13)
Germany,30505 (17845 -- 51144),Likely decreasing,0.96 (0.74 -- 1.2),-0.01 (-0.075 -- 0.058),-69 (12 -- -9.2)
Hamburg,1111 (397 -- 3174),Stable,1 (0.7 -- 1.4),0.0018 (-0.085 -- 0.1),390 (6.7 -- -8.1)
Hesse,3359 (1438 -- 7082),Likely increasing,1.1 (0.72 -- 1.4),0.016 (-0.079 -- 0.1),43 (6.9 -- -8.7)
Kujawsko-Pomorskie,33 (12 -- 78),Stable,1 (0.7 -- 1.3),0.001 (-0.086 -- 0.076),690 (9.1 -- -8.1)
Lower Saxony,3783 (1843 -- 7952),Likely increasing,1.2 (0.83 -- 1.6),0.045 (-0.047 -- 0.16),15 (4.3 -- -15)
Lubelskie,44 (14 -- 152),Stable,1.1 (0.68 -- 1.8),0.019 (-0.091 -- 0.2),36 (3.5 -- -7.6)
Lubuskie,16 (4 -- 61),Stable,1 (0.67 -- 1.7),0.012 (-0.095 -- 0.17),57 (4 -- -7.3)
Mazowieckie,206 (110 -- 415),Likely increasing,1.2 (0.93 -- 1.5),0.045 (-0.019 -- 0.13),15 (5.4 -- -36)
Małopolskie,167 (71 -- 410),Likely increasing,1.3 (0.89 -- 1.9),0.072 (-0.03 -- 0.21),9.7 (3.3 -- -23)
Mecklenburg-Vorpommern,320 (110 -- 856),Stable,1 (0.65 -- 1.4),0.00067 (-0.1 -- 0.11),1000 (6.5 -- -6.8)
North Rhine-Westphalia,7742 (3629 -- 15168),Likely decreasing,0.79 (0.52 -- 1.1),-0.06 (-0.14 -- 0.029),-11 (24 -- -4.8)
Opolskie,21 (6 -- 60),Stable,0.97 (0.59 -- 1.3),-0.0085 (-0.12 -- 0.085),-81 (8.2 -- -5.8)
Podkarpackie,82 (31 -- 212),Likely increasing,1.1 (0.73 -- 1.5),0.019 (-0.079 -- 0.14),36 (5.1 -- -8.8)
Podlaskie,55 (24 -- 128),Likely increasing,1.1 (0.83 -- 1.4),0.02 (-0.048 -- 0.094),35 (7.4 -- -15)
Poland,1047 (733 -- 1585),Increasing,1.1 (1 -- 1.3),0.038 (0.0013 -- 0.089),18 (7.8 -- 550)
Pomorskie,92 (44 -- 195),Likely increasing,1.1 (0.85 -- 1.4),0.035 (-0.041 -- 0.1),20 (6.8 -- -17)
Rhineland-Palatinate,2196 (1006 -- 4724),Likely increasing,1.1 (0.79 -- 1.6),0.038 (-0.06 -- 0.15),18 (4.7 -- -12)
Saarland,763 (340 -- 1892),Likely increasing,1.2 (0.89 -- 1.6),0.052 (-0.032 -- 0.15),13 (4.5 -- -22)
Saxony,731 (218 -- 2263),Likely increasing,1.2 (0.72 -- 1.7),0.043 (-0.08 -- 0.17),16 (4.2 -- -8.7)
Saxony-Anhalt,150 (42 -- 459),Likely decreasing,0.91 (0.48 -- 1.4),-0.027 (-0.16 -- 0.11),-26 (6.4 -- -4.4)
Schleswig-Holstein,568 (301 -- 1134),Likely decreasing,0.91 (0.69 -- 1.2),-0.026 (-0.09 -- 0.049),-27 (14 -- -7.7)
Thuringia,764 (253 -- 2522),Likely increasing,1.5 (0.91 -- 2.3),0.12 (-0.024 -- 0.32),5.6 (2.2 -- -29)
Warmińsko-Mazurskie,26 (10 -- 56),Stable,1 (0.74 -- 1.2),0.0042 (-0.074 -- 0.062),160 (11 -- -9.3)
Wielkopolskie,55 (23 -- 117),Likely increasing,1 (0.73 -- 1.3),0.012 (-0.076 -- 0.081),58 (8.6 -- -9.2)
Zachodniopomorskie,57 (26 -- 121),Likely increasing,1.1 (0.87 -- 1.4),0.034 (-0.036 -- 0.11),21 (6.1 -- -19)
Łódzkie,76 (38 -- 151),Likely increasing,1.1 (0.9 -- 1.4),0.035 (-0.028 -- 0.1),20 (6.9 -- -25)
Śląskie,118 (53 -- 266),Likely increasing,1.2 (0.84 -- 1.6),0.045 (-0.044 -- 0.16),16 (4.3 -- -16)
Świętokrzyskie,37 (16 -- 92),Likely increasing,1.1 (0.88 -- 1.6),0.04 (-0.034 -- 0.14),17 (4.9 -- -20)
