Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,3499 (870 -- 10354),Likely decreasing,0.83 (0.43 -- 1.2),-0.049 (-0.18 -- 0.045),-14 (16 -- -4)
Bavaria,9892 (4731 -- 17747),Likely increasing,1.1 (0.87 -- 1.3),0.036 (-0.036 -- 0.075),19 (9.2 -- -20)
Berlin,2559 (1165 -- 6003),Likely increasing,1.1 (0.83 -- 1.4),0.017 (-0.048 -- 0.1),41 (6.9 -- -15)
Brandenburg,969 (554 -- 1741),Likely increasing,1.1 (0.99 -- 1.3),0.035 (-0.0017 -- 0.069),20 (10 -- -400)
Bremen,709 (424 -- 1194),Increasing,1.2 (1 -- 1.2),0.041 (0.0042 -- 0.063),17 (11 -- 160)
Dolnośląskie,293 (143 -- 717),Increasing,1.4 (1.1 -- 1.8),0.092 (0.033 -- 0.2),7.5 (3.5 -- 21)
Germany,23285 (13636 -- 37401),Likely decreasing,0.84 (0.64 -- 1),-0.044 (-0.11 -- 0.013),-16 (54 -- -6.5)
Hamburg,890 (375 -- 2154),Likely decreasing,0.96 (0.73 -- 1.3),-0.0098 (-0.079 -- 0.07),-71 (9.9 -- -8.8)
Hesse,2675 (1250 -- 5179),Likely decreasing,0.84 (0.6 -- 1.1),-0.044 (-0.12 -- 0.03),-16 (23 -- -5.8)
Kujawsko-Pomorskie,90 (48 -- 202),Likely increasing,1.2 (1 -- 1.5),0.043 (-0.0011 -- 0.12),16 (5.7 -- -620)
Lower Saxony,3626 (1751 -- 7860),Stable,0.98 (0.72 -- 1.3),-0.0055 (-0.081 -- 0.091),-130 (7.6 -- -8.5)
Lubelskie,586 (205 -- 1503),Likely increasing,1.5 (0.9 -- 2.1),0.12 (-0.028 -- 0.27),5.8 (2.6 -- -25)
Lubuskie,44 (23 -- 108),Increasing,1.1 (1 -- 1.4),0.038 (0.0069 -- 0.12),18 (6 -- 100)
Mazowieckie,305 (204 -- 474),Increasing,1.1 (1 -- 1.3),0.038 (0.011 -- 0.075),18 (9.2 -- 63)
Małopolskie,189 (84 -- 439),Likely increasing,1.1 (0.73 -- 1.5),0.015 (-0.079 -- 0.13),47 (5.5 -- -8.8)
Mecklenburg-Vorpommern,324 (156 -- 673),Stable,0.99 (0.76 -- 1.3),-0.0024 (-0.068 -- 0.069),-290 (10 -- -10)
North Rhine-Westphalia,7098 (3829 -- 13335),Likely decreasing,0.87 (0.65 -- 1.1),-0.036 (-0.1 -- 0.038),-19 (18 -- -6.9)
Opolskie,42 (19 -- 94),Likely increasing,1.1 (0.83 -- 1.4),0.022 (-0.048 -- 0.097),32 (7.1 -- -14)
Podkarpackie,193 (99 -- 388),Likely increasing,1.2 (0.95 -- 1.6),0.056 (-0.014 -- 0.14),12 (4.9 -- -49)
Podlaskie,134 (79 -- 283),Increasing,1.2 (1.1 -- 1.4),0.048 (0.015 -- 0.12),14 (5.9 -- 47)
Poland,2768 (1905 -- 4031),Increasing,1.3 (1.1 -- 1.4),0.071 (0.026 -- 0.12),9.8 (6 -- 27)
Pomorskie,128 (73 -- 227),Likely increasing,1.1 (0.95 -- 1.2),0.028 (-0.015 -- 0.062),25 (11 -- -48)
Rhineland-Palatinate,2353 (1060 -- 4567),Stable,0.96 (0.69 -- 1.2),-0.0099 (-0.091 -- 0.058),-70 (12 -- -7.6)
Saarland,680 (267 -- 1346),Likely increasing,1.1 (0.8 -- 1.2),0.017 (-0.058 -- 0.053),42 (13 -- -12)
Saxony,1621 (864 -- 3294),Increasing,1.2 (1 -- 1.4),0.048 (0.0041 -- 0.1),14 (6.6 -- 170)
Saxony-Anhalt,512 (292 -- 1039),Likely increasing,1.1 (0.96 -- 1.4),0.038 (-0.0099 -- 0.11),18 (6.2 -- -70)
Schleswig-Holstein,574 (316 -- 1029),Likely decreasing,0.93 (0.71 -- 1.2),-0.019 (-0.082 -- 0.041),-37 (17 -- -8.5)
Thuringia,914 (417 -- 1939),Likely increasing,1.2 (0.88 -- 1.5),0.058 (-0.033 -- 0.12),12 (5.6 -- -21)
Warmińsko-Mazurskie,92 (45 -- 515),Increasing,1.2 (1 -- 2.4),0.058 (0.0072 -- 0.34),12 (2 -- 97)
Wielkopolskie,192 (100 -- 445),Increasing,1.2 (1 -- 1.6),0.06 (0.0069 -- 0.16),12 (4.4 -- 100)
Zachodniopomorskie,245 (131 -- 463),Increasing,1.2 (1 -- 1.5),0.067 (0.0069 -- 0.12),10 (5.6 -- 100)
Łódzkie,253 (148 -- 489),Increasing,1.3 (1.1 -- 1.6),0.078 (0.029 -- 0.15),8.8 (4.5 -- 24)
Śląskie,131 (62 -- 252),Likely increasing,1.1 (0.79 -- 1.4),0.021 (-0.06 -- 0.1),34 (6.8 -- -12)
Świętokrzyskie,44 (21 -- 95),Likely increasing,1.1 (0.89 -- 1.4),0.029 (-0.031 -- 0.1),23 (6.7 -- -23)
