Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,380 (6 -- 6470),Likely decreasing,0.7 (0.16 -- 1.4),-0.085 (-0.28 -- 0.11),-8.1 (6.2 -- -2.5)
Bavaria,3669 (495 -- 16039),Likely increasing,1.1 (0.64 -- 1.5),0.027 (-0.11 -- 0.12),26 (5.7 -- -6.5)
Berlin,125 (1 -- 1834),Stable,0.97 (0.29 -- 2.6),-0.0087 (-0.22 -- 0.38),-80 (1.8 -- -3.1)
Brandenburg,406 (37 -- 2260),Likely increasing,1.1 (0.62 -- 1.6),0.033 (-0.11 -- 0.15),21 (4.6 -- -6.1)
Bremen,76 (1 -- 617),Stable,1 (0.43 -- 1.5),0.0044 (-0.18 -- 0.12),160 (5.8 -- -4)
Dolnośląskie,64 (2 -- 912),Stable,1 (0.49 -- 1.7),0.011 (-0.15 -- 0.18),64 (3.9 -- -4.5)
Germany,5191 (817 -- 23600),Likely decreasing,0.83 (0.42 -- 1.2),-0.049 (-0.18 -- 0.066),-14 (11 -- -3.9)
Hamburg,1208 (16 -- 11430),Stable,1.1 (0.29 -- 1.6),0.018 (-0.23 -- 0.15),39 (4.5 -- -3)
Hesse,1163 (275 -- 4418),Likely increasing,1.1 (0.77 -- 1.4),0.021 (-0.067 -- 0.098),34 (7.1 -- -10)
Kujawsko-Pomorskie,726 (68 -- 9532),Likely increasing,1.2 (0.68 -- 2.1),0.06 (-0.093 -- 0.27),12 (2.6 -- -7.4)
Lower Saxony,897 (67 -- 3798),Stable,1 (0.54 -- 1.3),0.013 (-0.14 -- 0.08),53 (8.7 -- -5.1)
Lubelskie,1484 (201 -- 12682),Likely increasing,1.3 (0.73 -- 2),0.067 (-0.077 -- 0.24),10 (2.9 -- -9)
Lubuskie,0 (0 -- 80),Likely decreasing,0.65 (0.015 -- 1.6),-0.1 (-0.36 -- 0.15),-6.7 (4.7 -- -1.9)
Mazowieckie,1354 (232 -- 15026),Likely increasing,1.3 (0.9 -- 2),0.068 (-0.029 -- 0.25),10 (2.8 -- -24)
Małopolskie,519 (38 -- 2864),Likely increasing,1.1 (0.61 -- 1.6),0.039 (-0.12 -- 0.14),18 (4.9 -- -6)
Mecklenburg-Vorpommern,79 (8 -- 1403),Stable,1 (0.58 -- 1.7),0.002 (-0.13 -- 0.18),350 (3.8 -- -5.5)
North Rhine-Westphalia,1557 (266 -- 5570),Likely decreasing,0.94 (0.55 -- 1.3),-0.016 (-0.13 -- 0.083),-42 (8.3 -- -5.2)
Opolskie,4028 (176 -- 269083),Likely increasing,1.9 (0.98 -- 4.8),0.22 (-0.0049 -- 0.78),3.2 (0.89 -- -140)
Podkarpackie,372 (20 -- 4883),Likely increasing,1.1 (0.49 -- 1.9),0.039 (-0.15 -- 0.22),18 (3.1 -- -4.6)
Podlaskie,506 (65 -- 7823),Likely increasing,1.2 (0.8 -- 2.1),0.065 (-0.058 -- 0.28),11 (2.5 -- -12)
Poland,5519 (1799 -- 18977),Likely increasing,1.2 (0.89 -- 1.6),0.057 (-0.031 -- 0.16),12 (4.2 -- -23)
Pomorskie,175 (15 -- 2965),Likely increasing,1.1 (0.59 -- 1.9),0.029 (-0.12 -- 0.22),24 (3.2 -- -5.7)
Rhineland-Palatinate,728 (40 -- 4673),Stable,1.1 (0.49 -- 1.4),0.015 (-0.15 -- 0.11),47 (6.2 -- -4.6)
Saarland,90 (0 -- 1513),Stable,0.95 (0.14 -- 1.7),-0.013 (-0.29 -- 0.18),-52 (3.8 -- -2.4)
Saxony,607 (222 -- 3688),Likely increasing,1.1 (0.82 -- 1.6),0.021 (-0.053 -- 0.16),33 (4.4 -- -13)
Saxony-Anhalt,288 (2 -- 2530),Stable,0.99 (0.27 -- 1.4),-0.0026 (-0.23 -- 0.11),-270 (6.1 -- -3)
Schleswig-Holstein,34 (0 -- 830),Likely decreasing,0.77 (0.099 -- 1.5),-0.066 (-0.31 -- 0.14),-10 (5 -- -2.2)
Thuringia,421 (16 -- 11123),Likely increasing,1.2 (0.45 -- 2.3),0.043 (-0.17 -- 0.31),16 (2.3 -- -4.1)
Warmińsko-Mazurskie,92 (5 -- 1777),Likely increasing,1.1 (0.61 -- 1.9),0.017 (-0.12 -- 0.23),40 (3 -- -6)
Wielkopolskie,182 (2 -- 4184),Stable,1.1 (0.24 -- 2),0.016 (-0.25 -- 0.24),42 (2.9 -- -2.8)
Zachodniopomorskie,202 (12 -- 1509),Likely increasing,1.1 (0.58 -- 1.6),0.026 (-0.13 -- 0.15),26 (4.8 -- -5.5)
Łódzkie,233 (0 -- 4867),Stable,1.1 (0.24 -- 2.4),0.014 (-0.25 -- 0.34),48 (2 -- -2.8)
Śląskie,363 (54 -- 7193),Likely increasing,1.2 (0.81 -- 2.1),0.042 (-0.054 -- 0.27),17 (2.6 -- -13)
Świętokrzyskie,28 (0 -- 424),Likely decreasing,0.87 (0.083 -- 1.4),-0.036 (-0.32 -- 0.12),-19 (5.9 -- -2.2)
