region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,12466 (3609 -- 54201),12466,19993,31390,3609,7700,10256,14907,21589,54201,New confirmed cases by infection date,Likely increasing,0.094
North Rhine-Westphalia,3579 (538 -- 20493),3579,7092,19196,538,1903,2841,4688,7238,20493,New confirmed cases by infection date,Likely increasing,0.24
Poland,1228 (267 -- 6252),1228,2011,2678,267,684,983,1512,2351,6252,New confirmed cases by infection date,Likely increasing,0.21
Baden-Wurttemberg,1026 (168 -- 9206),1026,2504,5528,168,489,776,1376,2251,9206,New confirmed cases by infection date,Likely increasing,0.28
Bavaria,952 (170 -- 11816),952,4187,25997,170,460,723,1216,2115,11816,New confirmed cases by infection date,Likely increasing,0.22
Lower Saxony,722 (52 -- 9851),722,4522,54693,52,284,509,1058,1877,9851,New confirmed cases by infection date,Likely increasing,0.33
Hamburg,413 (79 -- 27533),413,36544,310173,79,203,315,592,1282,27533,New confirmed cases by infection date,Likely increasing,0.22
Saarland,382 (3 -- 48205),382,24669,216550,3,60,190,807,2751,48205,New confirmed cases by infection date,Likely increasing,0.31
Rhineland-Palatinate,284 (37 -- 7166),284,2809,18381,37,121,203,397,791,7166,New confirmed cases by infection date,Likely increasing,0.26
Brandenburg,261 (2 -- 10980),261,3902,25055,2,52,147,464,1129,10980,New confirmed cases by infection date,Likely increasing,0.37
Saxony-Anhalt,258 (37 -- 4204),258,1852,15182,37,126,196,341,593,4204,New confirmed cases by infection date,Likely increasing,0.38
Łódzkie,219 (3 -- 9861),219,5674,63367,3,44,122,386,990,9861,New confirmed cases by infection date,Likely increasing,0.32
Saxony,208 (26 -- 2612),208,1012,6768,26,98,158,290,514,2612,New confirmed cases by infection date,Likely increasing,0.39
Schleswig-Holstein,206 (29 -- 2293),206,745,2986,29,104,159,268,424,2293,New confirmed cases by infection date,Likely increasing,0.3
Hesse,195 (20 -- 1492),195,541,2633,20,95,149,261,439,1492,New confirmed cases by infection date,Stable,0.58
Lubelskie,149 (6 -- 11396),149,6152,42589,6,38,88,252,634,11396,New confirmed cases by infection date,Likely increasing,0.35
Pomorskie,124 (3 -- 12674),124,4568,33296,3,29,67,227,672,12674,New confirmed cases by infection date,Likely increasing,0.35
Berlin,104 (7 -- 1419),104,599,6492,7,49,78,147,252,1419,New confirmed cases by infection date,Stable,0.5
Zachodniopomorskie,101 (1 -- 4396),101,2595,26904,1,23,60,169,450,4396,New confirmed cases by infection date,Stable,0.41
Świętokrzyskie,72 (0 -- 15818),72,5483,36365,0,14,39,153,510,15818,New confirmed cases by infection date,Likely increasing,0.38
Mecklenburg-Vorpommern,69 (4 -- 1454),69,829,14543,4,28,49,97,183,1454,New confirmed cases by infection date,Stable,0.58
Warmińsko-Mazurskie,48 (1 -- 1628),48,1398,28473,1,14,32,76,173,1628,New confirmed cases by infection date,Stable,0.49
Podkarpackie,46 (3 -- 4061),46,3943,36800,3,16,31,76,195,4061,New confirmed cases by infection date,Stable,0.47
Śląskie,39 (0 -- 1328),39,2306,37297,0,8,24,59,135,1328,New confirmed cases by infection date,Stable,0.57
