Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,10169 (2745 -- 40096),Likely increasing,1.1 (0.8 -- 1.5),0.03 (-0.056 -- 0.12),23 (5.7 -- -12)
Bavaria,25677 (4307 -- 108601),Likely increasing,1.1 (0.65 -- 1.4),0.024 (-0.1 -- 0.11),29 (6.2 -- -6.8)
Berlin,1784 (609 -- 47208),Likely increasing,1.1 (0.93 -- 2.5),0.03 (-0.02 -- 0.36),23 (1.9 -- -35)
Brandenburg,3510 (1157 -- 15547),Likely increasing,1.1 (0.91 -- 1.4),0.039 (-0.025 -- 0.12),18 (6 -- -27)
Bremen,168 (24 -- 1775),Stable,1 (0.69 -- 1.6),0.0051 (-0.091 -- 0.16),140 (4.3 -- -7.6)
Dolnośląskie,8088 (2662 -- 35634),Likely increasing,1.2 (0.98 -- 1.6),0.061 (-0.0066 -- 0.14),11 (4.9 -- -100)
Germany,96141 (32557 -- 304316),Likely increasing,1.1 (0.87 -- 1.4),0.038 (-0.036 -- 0.11),18 (6.1 -- -19)
Hamburg,455 (67 -- 3152),Likely decreasing,0.97 (0.51 -- 1.4),-0.0071 (-0.15 -- 0.1),-97 (6.8 -- -4.8)
Hesse,3328 (556 -- 14322),Likely increasing,1.1 (0.63 -- 1.5),0.021 (-0.11 -- 0.13),34 (5.4 -- -6.4)
Kujawsko-Pomorskie,7917 (774 -- 33949),Likely increasing,1.2 (0.62 -- 1.5),0.043 (-0.11 -- 0.13),16 (5.5 -- -6.2)
Lower Saxony,5445 (1438 -- 21207),Likely increasing,1.2 (0.81 -- 1.5),0.043 (-0.055 -- 0.13),16 (5.3 -- -13)
Lubelskie,13014 (1664 -- 57822),Likely increasing,1.1 (0.63 -- 1.3),0.015 (-0.11 -- 0.088),48 (7.9 -- -6.4)
Lubuskie,6706 (1157 -- 64710),Likely increasing,1.4 (0.91 -- 2.2),0.1 (-0.023 -- 0.29),6.8 (2.4 -- -30)
Mazowieckie,22859 (6534 -- 59629),Likely increasing,1.2 (0.9 -- 1.4),0.055 (-0.027 -- 0.096),13 (7.2 -- -26)
Małopolskie,15785 (4237 -- 78643),Likely increasing,1.2 (0.9 -- 1.6),0.064 (-0.029 -- 0.16),11 (4.4 -- -24)
Mecklenburg-Vorpommern,1680 (319 -- 73372),Likely increasing,1.1 (0.83 -- 3),0.037 (-0.049 -- 0.46),19 (1.5 -- -14)
North Rhine-Westphalia,8625 (3019 -- 24365),Likely increasing,1.1 (0.86 -- 1.4),0.03 (-0.04 -- 0.097),23 (7.2 -- -17)
Opolskie,5523 (838 -- 44518),Likely increasing,1.2 (0.73 -- 1.8),0.062 (-0.078 -- 0.21),11 (3.3 -- -8.9)
Podkarpackie,11946 (1936 -- 54391),Likely increasing,1.2 (0.73 -- 1.5),0.058 (-0.077 -- 0.14),12 (4.9 -- -9)
Podlaskie,8922 (2060 -- 33784),Likely increasing,1.2 (0.82 -- 1.4),0.042 (-0.051 -- 0.11),17 (6.5 -- -14)
Poland,142576 (58245 -- 325976),Likely increasing,1.2 (0.99 -- 1.3),0.054 (-0.0029 -- 0.082),13 (8.4 -- -240)
Pomorskie,7026 (505 -- 56032),Likely increasing,1.2 (0.55 -- 1.8),0.06 (-0.13 -- 0.2),12 (3.4 -- -5.2)
Rhineland-Palatinate,1617 (454 -- 4924),Likely increasing,1.1 (0.78 -- 1.3),0.017 (-0.061 -- 0.069),41 (10 -- -11)
Saarland,556 (107 -- 2785),Likely increasing,1.1 (0.7 -- 1.5),0.031 (-0.086 -- 0.14),23 (5 -- -8.1)
Saxony,18231 (4004 -- 82288),Likely increasing,1.2 (0.83 -- 1.6),0.062 (-0.048 -- 0.16),11 (4.3 -- -14)
Saxony-Anhalt,6877 (970 -- 43573),Likely increasing,1.2 (0.73 -- 1.8),0.066 (-0.076 -- 0.2),10 (3.5 -- -9.1)
Schleswig-Holstein,614 (161 -- 2557),Likely increasing,1.1 (0.81 -- 1.4),0.019 (-0.055 -- 0.099),36 (7 -- -13)
Thuringia,11284 (2465 -- 42938),Likely increasing,1.2 (0.81 -- 1.4),0.049 (-0.054 -- 0.11),14 (6.1 -- -13)
Warmińsko-Mazurskie,3736 (454 -- 17169),Likely increasing,1.1 (0.68 -- 1.4),0.035 (-0.094 -- 0.11),20 (6.5 -- -7.4)
Wielkopolskie,8593 (2747 -- 48031),Likely increasing,1.2 (0.98 -- 1.6),0.056 (-0.0062 -- 0.15),12 (4.8 -- -110)
Zachodniopomorskie,11969 (3282 -- 60972),Increasing,1.3 (1 -- 1.9),0.083 (0.0046 -- 0.22),8.3 (3.2 -- 150)
Łódzkie,7852 (2365 -- 26656),Likely increasing,1.2 (0.91 -- 1.5),0.05 (-0.026 -- 0.13),14 (5.5 -- -27)
Śląskie,13306 (3856 -- 49007),Likely increasing,1.2 (0.95 -- 1.4),0.057 (-0.014 -- 0.11),12 (6.3 -- -50)
Świętokrzyskie,5347 (1365 -- 30117),Likely increasing,1.2 (0.9 -- 1.7),0.063 (-0.029 -- 0.19),11 (3.7 -- -24)
