Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,2190 (362 -- 9919),Likely increasing,1.1 (0.68 -- 1.5),0.018 (-0.092 -- 0.13),40 (5.2 -- -7.6)
Bavaria,2295 (440 -- 8290),Stable,1 (0.63 -- 1.3),0.0043 (-0.11 -- 0.084),160 (8.3 -- -6.4)
Berlin,699 (150 -- 3176),Likely increasing,1.1 (0.8 -- 1.5),0.026 (-0.058 -- 0.12),27 (5.8 -- -12)
Brandenburg,186 (3 -- 1601),Stable,0.95 (0.33 -- 1.3),-0.013 (-0.21 -- 0.09),-54 (7.7 -- -3.3)
Bremen,185 (12 -- 1551),Likely increasing,1.1 (0.54 -- 1.6),0.014 (-0.14 -- 0.14),50 (4.8 -- -5.1)
Dolnośląskie,739 (101 -- 9357),Likely increasing,1.2 (0.78 -- 2),0.059 (-0.062 -- 0.24),12 (2.8 -- -11)
Germany,6630 (2272 -- 22825),Stable,0.99 (0.72 -- 1.4),-0.0035 (-0.08 -- 0.099),-200 (7 -- -8.7)
Hamburg,35 (0 -- 1326),Likely decreasing,0.65 (0.14 -- 1.5),-0.1 (-0.29 -- 0.14),-6.8 (4.9 -- -2.4)
Hesse,567 (64 -- 2693),Stable,1 (0.58 -- 1.4),-0.0011 (-0.12 -- 0.1),-640 (6.7 -- -5.6)
Kujawsko-Pomorskie,397 (13 -- 2081),Likely increasing,1.1 (0.43 -- 1.4),0.023 (-0.17 -- 0.11),30 (6.6 -- -4)
Lower Saxony,985 (165 -- 3950),Stable,1 (0.71 -- 1.4),0.0098 (-0.083 -- 0.1),71 (6.7 -- -8.3)
Lubelskie,5920 (1793 -- 25990),Likely increasing,1.3 (0.99 -- 1.7),0.076 (-0.0026 -- 0.17),9.1 (4 -- -270)
Lubuskie,18 (0 -- 1198),Stable,0.99 (0.46 -- 2.2),-0.0039 (-0.16 -- 0.31),-180 (2.3 -- -4.3)
Mazowieckie,1400 (191 -- 6677),Likely increasing,1.2 (0.69 -- 1.5),0.041 (-0.089 -- 0.12),17 (5.7 -- -7.8)
Małopolskie,741 (59 -- 4598),Likely increasing,1.1 (0.64 -- 1.5),0.032 (-0.11 -- 0.14),21 (4.9 -- -6.6)
Mecklenburg-Vorpommern,189 (26 -- 1850),Likely increasing,1.1 (0.7 -- 1.6),0.02 (-0.086 -- 0.16),35 (4.3 -- -8.1)
North Rhine-Westphalia,1430 (383 -- 5974),Likely decreasing,0.93 (0.65 -- 1.3),-0.02 (-0.1 -- 0.079),-35 (8.8 -- -6.8)
Opolskie,331 (5 -- 3134),Likely increasing,1.1 (0.34 -- 1.6),0.035 (-0.21 -- 0.16),20 (4.3 -- -3.4)
Podkarpackie,1328 (195 -- 7473),Likely increasing,1.2 (0.79 -- 1.7),0.056 (-0.06 -- 0.17),12 (4.1 -- -12)
Podlaskie,1997 (360 -- 15961),Likely increasing,1.3 (0.89 -- 2),0.077 (-0.029 -- 0.24),9.1 (2.9 -- -24)
Poland,10746 (5186 -- 26968),Likely increasing,1.2 (0.99 -- 1.4),0.047 (-0.0035 -- 0.093),15 (7.4 -- -200)
Pomorskie,214 (8 -- 1638),Likely increasing,1.1 (0.52 -- 1.4),0.018 (-0.14 -- 0.11),38 (6.3 -- -4.9)
Rhineland-Palatinate,903 (201 -- 4297),Likely increasing,1.1 (0.78 -- 1.4),0.021 (-0.064 -- 0.1),33 (6.7 -- -11)
Saarland,156 (5 -- 2868),Stable,1 (0.47 -- 2),0.012 (-0.16 -- 0.25),60 (2.7 -- -4.3)
Saxony,427 (89 -- 1558),Likely increasing,1 (0.76 -- 1.3),0.0092 (-0.069 -- 0.08),76 (8.7 -- -10)
Saxony-Anhalt,283 (16 -- 4105),Stable,0.99 (0.53 -- 1.9),-0.0017 (-0.14 -- 0.22),-410 (3.1 -- -5)
Schleswig-Holstein,174 (10 -- 1742),Stable,1 (0.53 -- 1.7),-0.00049 (-0.14 -- 0.18),-1400 (3.8 -- -4.9)
Thuringia,321 (12 -- 2637),Likely increasing,1.1 (0.42 -- 1.6),0.019 (-0.17 -- 0.15),36 (4.6 -- -4)
Warmińsko-Mazurskie,465 (56 -- 6224),Likely increasing,1.2 (0.8 -- 2),0.053 (-0.058 -- 0.25),13 (2.7 -- -12)
Wielkopolskie,634 (98 -- 5045),Likely increasing,1.2 (0.76 -- 1.9),0.049 (-0.07 -- 0.22),14 (3.2 -- -9.9)
Zachodniopomorskie,415 (59 -- 4466),Likely increasing,1.1 (0.73 -- 1.9),0.036 (-0.08 -- 0.21),19 (3.2 -- -8.7)
Łódzkie,1369 (206 -- 28806),Likely increasing,1.2 (0.81 -- 2.6),0.061 (-0.053 -- 0.38),11 (1.8 -- -13)
Śląskie,943 (133 -- 8629),Likely increasing,1.2 (0.66 -- 1.7),0.042 (-0.098 -- 0.18),16 (3.8 -- -7.1)
Świętokrzyskie,139 (8 -- 2921),Stable,1 (0.55 -- 1.9),0.011 (-0.13 -- 0.23),62 (3 -- -5.2)
