region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,3641 (1261 -- 10525),3641,4591,4706,1261,2494,3175,4188,5214,10525,New confirmed cases by infection date,Likely decreasing,0.9
North Rhine-Westphalia,756 (192 -- 2437),756,1066,2234,192,464,631,884,1143,2437,New confirmed cases by infection date,Likely decreasing,0.87
Lower Saxony,738 (90 -- 3024),738,1085,1806,90,373,578,907,1238,3024,New confirmed cases by infection date,Likely decreasing,0.84
Bavaria,611 (198 -- 2358),611,887,1336,198,410,519,712,956,2358,New confirmed cases by infection date,Likely decreasing,0.81
Hesse,562 (32 -- 2913),562,983,2442,32,269,447,693,975,2913,New confirmed cases by infection date,Likely decreasing,0.76
Baden-Wurttemberg,494 (137 -- 1707),494,1050,13596,137,317,425,577,769,1707,New confirmed cases by infection date,Likely decreasing,0.83
Schleswig-Holstein,327 (81 -- 2083),327,795,6237,81,197,270,396,554,2083,New confirmed cases by infection date,Likely decreasing,0.64
Thuringia,308 (51 -- 1914),308,823,4122,51,167,245,384,564,1914,New confirmed cases by infection date,Likely decreasing,0.74
Rhineland-Palatinate,247 (54 -- 2217),247,2027,39310,54,144,203,301,455,2217,New confirmed cases by infection date,Likely decreasing,0.75
Brandenburg,221 (41 -- 2033),221,851,6308,41,120,175,274,419,2033,New confirmed cases by infection date,Likely decreasing,0.67
Hamburg,212 (29 -- 1501),212,521,1565,29,108,172,267,432,1501,New confirmed cases by infection date,Likely decreasing,0.75
Saxony-Anhalt,169 (47 -- 863),169,299,537,47,107,143,205,290,863,New confirmed cases by infection date,Likely decreasing,0.77
Saxony,157 (28 -- 739),157,296,947,28,90,130,191,267,739,New confirmed cases by infection date,Likely decreasing,0.89
Poland,145 (28 -- 425),145,191,255,28,91,124,170,215,425,New confirmed cases by infection date,Likely decreasing,0.92
Mazowieckie,70 (8 -- 491),70,261,3397,8,38,58,87,126,491,New confirmed cases by infection date,Likely decreasing,0.77
Mecklenburg-Vorpommern,56 (6 -- 317),56,117,372,6,30,45,69,102,317,New confirmed cases by infection date,Likely decreasing,0.85
Berlin,51 (2 -- 736),51,332,3372,2,16,35,75,142,736,New confirmed cases by infection date,Likely decreasing,0.82
Pomorskie,30 (1 -- 1324),30,2900,65897,1,10,20,48,113,1324,New confirmed cases by infection date,Likely decreasing,0.62
Łódzkie,26 (0 -- 361),26,108,534,0,6,16,40,78,361,New confirmed cases by infection date,Likely decreasing,0.74
Saarland,25 (0 -- 193),25,68,553,0,4,15,39,65,193,New confirmed cases by infection date,Likely decreasing,0.91
Bremen,22 (0 -- 264),22,422,15175,0,7,16,32,58,264,New confirmed cases by infection date,Likely decreasing,0.78
Podkarpackie,13 (0 -- 113),13,128,3850,0,4,9,18,31,113,New confirmed cases by infection date,Likely decreasing,0.79
Lubelskie,11 (0 -- 179),11,51,195,0,4,8,17,30,179,New confirmed cases by infection date,Likely decreasing,0.78
Podlaskie,7 (0 -- 931),7,732,10371,0,1,4,12,33,931,New confirmed cases by infection date,Likely decreasing,0.61
Świętokrzyskie,7 (0 -- 122),7,212,6860,0,1,4,11,21,122,New confirmed cases by infection date,Likely decreasing,0.83
Warmińsko-Mazurskie,6 (0 -- 208),6,402,7015,0,1,4,11,23,208,New confirmed cases by infection date,Likely decreasing,0.75
Śląskie,3 (0 -- 38),3,16,118,0,0,2,5,9,38,New confirmed cases by infection date,Likely decreasing,0.89
Dolnośląskie,1 (0 -- 30),1,17,218,0,0,0,2,5,30,New confirmed cases by infection date,Likely decreasing,0.91
Kujawsko-Pomorskie,1 (0 -- 33),1,14,156,0,0,1,3,6,33,New confirmed cases by infection date,Likely decreasing,0.87
Zachodniopomorskie,1 (0 -- 187),1,443,6911,0,0,0,2,8,187,New confirmed cases by infection date,Likely decreasing,0.78
Schleswig-Holstein,0.97 (0.73 -- 1.4),0.97,1,0.24,0.73,0.9,0.94,0.99,1.1,1.4,Effective reproduction no.,Likely decreasing,0.64
Brandenburg,0.94 (0.69 -- 1.6),0.94,1,0.34,0.69,0.87,0.92,0.97,1.1,1.6,Effective reproduction no.,Likely decreasing,0.67
Hesse,0.93 (0.43 -- 1.3),0.93,0.91,0.28,0.43,0.79,0.9,0.96,1,1.3,Effective reproduction no.,Likely decreasing,0.76
Hamburg,0.92 (0.6 -- 1.4),0.92,0.94,0.28,0.6,0.82,0.89,0.94,1,1.4,Effective reproduction no.,Likely decreasing,0.75
Podlaskie,0.92 (0.43 -- 2.2),0.92,1.1,0.66,0.43,0.77,0.86,1,1.2,2.2,Effective reproduction no.,Likely decreasing,0.61
Pomorskie,0.92 (0.5 -- 1.9),0.92,1,0.58,0.5,0.79,0.87,0.99,1.1,1.9,Effective reproduction no.,Likely decreasing,0.62
Thuringia,0.92 (0.63 -- 1.3),0.92,0.95,0.27,0.63,0.85,0.9,0.94,1,1.3,Effective reproduction no.,Likely decreasing,0.74
Baden-Wurttemberg,0.91 (0.71 -- 1.1),0.91,0.92,0.19,0.71,0.86,0.89,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.83
Mazowieckie,0.91 (0.6 -- 1.4),0.91,0.94,0.29,0.6,0.84,0.89,0.93,0.99,1.4,Effective reproduction no.,Likely decreasing,0.77
Rhineland-Palatinate,0.91 (0.69 -- 1.5),0.91,0.98,0.35,0.69,0.85,0.9,0.93,1,1.5,Effective reproduction no.,Likely decreasing,0.75
Saxony-Anhalt,0.91 (0.7 -- 1.2),0.91,0.94,0.19,0.7,0.86,0.9,0.93,0.99,1.2,Effective reproduction no.,Likely decreasing,0.77
Bavaria,0.9 (0.69 -- 1.2),0.9,0.92,0.16,0.69,0.85,0.89,0.92,0.97,1.2,Effective reproduction no.,Likely decreasing,0.81
Germany,0.89 (0.71 -- 1.1),0.89,0.89,0.12,0.71,0.84,0.88,0.9,0.93,1.1,Effective reproduction no.,Likely decreasing,0.9
Lower Saxony,0.89 (0.56 -- 1.2),0.89,0.88,0.19,0.56,0.8,0.86,0.91,0.96,1.2,Effective reproduction no.,Likely decreasing,0.84
North Rhine-Westphalia,0.89 (0.65 -- 1.1),0.89,0.89,0.16,0.65,0.82,0.87,0.9,0.93,1.1,Effective reproduction no.,Likely decreasing,0.87
Podkarpackie,0.89 (0.32 -- 1.3),0.89,0.86,0.36,0.32,0.73,0.84,0.93,0.98,1.3,Effective reproduction no.,Likely decreasing,0.79
Bremen,0.87 (0.37 -- 1.4),0.87,0.88,0.34,0.37,0.72,0.83,0.91,0.98,1.4,Effective reproduction no.,Likely decreasing,0.78
Mecklenburg-Vorpommern,0.87 (0.53 -- 1.2),0.87,0.88,0.23,0.53,0.79,0.85,0.89,0.94,1.2,Effective reproduction no.,Likely decreasing,0.85
Poland,0.86 (0.59 -- 1),0.86,0.85,0.16,0.59,0.79,0.84,0.87,0.9,1,Effective reproduction no.,Likely decreasing,0.92
Lubelskie,0.85 (0.33 -- 1.3),0.85,0.85,0.32,0.33,0.68,0.81,0.89,0.97,1.3,Effective reproduction no.,Likely decreasing,0.78
Saxony,0.85 (0.58 -- 1.1),0.85,0.86,0.21,0.58,0.79,0.83,0.87,0.91,1.1,Effective reproduction no.,Likely decreasing,0.89
Warmińsko-Mazurskie,0.85 (0.14 -- 1.6),0.85,0.86,0.6,0.14,0.6,0.8,0.9,1,1.6,Effective reproduction no.,Likely decreasing,0.75
Łódzkie,0.82 (0.17 -- 1.4),0.82,0.8,0.41,0.17,0.52,0.72,0.9,1,1.4,Effective reproduction no.,Likely decreasing,0.74
Świętokrzyskie,0.82 (0.26 -- 1.3),0.82,0.82,0.44,0.26,0.63,0.76,0.87,0.94,1.3,Effective reproduction no.,Likely decreasing,0.83
Berlin,0.79 (0.39 -- 1.4),0.79,0.82,0.36,0.39,0.63,0.74,0.85,0.94,1.4,Effective reproduction no.,Likely decreasing,0.82
Kujawsko-Pomorskie,0.78 (0.18 -- 1.3),0.78,0.76,0.37,0.18,0.57,0.72,0.83,0.89,1.3,Effective reproduction no.,Likely decreasing,0.87
Saarland,0.78 (0.21 -- 1.1),0.78,0.73,0.28,0.21,0.56,0.7,0.84,0.9,1.1,Effective reproduction no.,Likely decreasing,0.91
Śląskie,0.76 (0.27 -- 1.1),0.76,0.74,0.33,0.27,0.58,0.7,0.8,0.86,1.1,Effective reproduction no.,Likely decreasing,0.89
Zachodniopomorskie,0.75 (0.13 -- 2),0.75,0.85,0.71,0.13,0.54,0.68,0.81,0.96,2,Effective reproduction no.,Likely decreasing,0.78
Dolnośląskie,0.65 (0.16 -- 1.2),0.65,0.65,0.36,0.16,0.44,0.57,0.72,0.82,1.2,Effective reproduction no.,Likely decreasing,0.91
Małopolskie,0.62 (0.11 -- 1.4),0.62,0.67,0.56,0.11,0.38,0.53,0.71,0.83,1.4,Effective reproduction no.,Likely decreasing,0.88
Wielkopolskie,0.61 (0.12 -- 1.2),0.61,0.64,0.43,0.12,0.39,0.52,0.69,0.81,1.2,Effective reproduction no.,Likely decreasing,0.9
Opolskie,0.59 (0.057 -- 1.3),0.59,0.63,0.49,0.057,0.31,0.48,0.71,0.87,1.3,Effective reproduction no.,Likely decreasing,0.87
Lubuskie,0.52 (0.037 -- 1.4),0.52,0.61,0.63,0.037,0.25,0.41,0.62,0.77,1.4,Effective reproduction no.,Likely decreasing,0.88
Lubuskie,0 (0 -- 11),0,53,1330,0,0,0,0,0,11,New confirmed cases by infection date,Likely decreasing,0.88
Małopolskie,0 (0 -- 32),0,53,865,0,0,0,1,3,32,New confirmed cases by infection date,Likely decreasing,0.88
Opolskie,0 (0 -- 41),0,37,789,0,0,0,1,4,41,New confirmed cases by infection date,Likely decreasing,0.87
Wielkopolskie,0 (0 -- 16),0,11,223,0,0,0,0,2,16,New confirmed cases by infection date,Likely decreasing,0.9
