region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,104752 (51136 -- 196196),104752,112060,49587,51136,80432,94719,114408,132560,196196,New confirmed cases by infection date,Decreasing,0.95
North Rhine-Westphalia,28349 (16925 -- 47584),28349,29986,9920,16925,23552,26450,30486,34660,47584,New confirmed cases by infection date,Decreasing,0.96
Bavaria,19491 (5361 -- 54445),19491,23744,20510,5361,12552,16786,22214,28921,54445,New confirmed cases by infection date,Likely decreasing,0.89
Lower Saxony,14275 (3729 -- 53419),14275,21401,44058,3729,8734,12007,16932,22859,53419,New confirmed cases by infection date,Likely decreasing,0.82
Baden-Wurttemberg,11344 (2418 -- 56318),11344,20076,39725,2418,6928,9450,14040,19842,56318,New confirmed cases by infection date,Likely decreasing,0.8
Hesse,9176 (2797 -- 28329),9176,11838,10952,2797,5643,7640,10946,14741,28329,New confirmed cases by infection date,Likely decreasing,0.87
Schleswig-Holstein,5782 (2117 -- 12697),5782,6328,3442,2117,4034,5062,6542,7797,12697,New confirmed cases by infection date,Likely decreasing,0.93
Rhineland-Palatinate,4694 (1422 -- 12826),4694,6055,9350,1422,3114,4024,5483,7060,12826,New confirmed cases by infection date,Likely decreasing,0.91
Berlin,4252 (1830 -- 9174),4252,4647,2255,1830,3263,3853,4652,5569,9174,New confirmed cases by infection date,Likely decreasing,0.9
Saxony,2303 (569 -- 9641),2303,3558,5432,569,1396,1952,2827,3826,9641,New confirmed cases by infection date,Likely decreasing,0.87
Hamburg,2123 (926 -- 4434),2123,2318,1202,926,1537,1879,2362,2818,4434,New confirmed cases by infection date,Decreasing,0.98
Brandenburg,1733 (398 -- 5854),1733,2289,2309,398,1058,1472,2058,2691,5854,New confirmed cases by infection date,Likely decreasing,0.88
Bremen,1527 (430 -- 5958),1527,2182,2553,430,936,1258,1879,2552,5958,New confirmed cases by infection date,Likely decreasing,0.73
Saxony-Anhalt,1326 (454 -- 3021),1326,1502,1112,454,899,1159,1516,1855,3021,New confirmed cases by infection date,Decreasing,0.96
Mecklenburg-Vorpommern,1247 (415 -- 3923),1247,1654,1969,415,787,1065,1460,1935,3923,New confirmed cases by infection date,Likely decreasing,0.88
Thuringia,941 (258 -- 4066),941,1468,2367,258,598,789,1117,1561,4066,New confirmed cases by infection date,Likely decreasing,0.87
Saarland,934 (255 -- 2822),934,1172,1120,255,585,805,1101,1427,2822,New confirmed cases by infection date,Likely decreasing,0.91
Poland,606 (203 -- 1834),606,770,614,203,387,512,721,954,1834,New confirmed cases by infection date,Likely decreasing,0.79
Mazowieckie,119 (38 -- 350),119,148,120,38,74,99,137,183,350,New confirmed cases by infection date,Likely decreasing,0.8
Śląskie,78 (20 -- 264),78,103,92,20,46,64,93,131,264,New confirmed cases by infection date,Likely decreasing,0.77
Podkarpackie,53 (20 -- 167),53,70,68,20,35,45,63,83,167,New confirmed cases by infection date,Likely decreasing,0.65
Małopolskie,43 (13 -- 132),43,54,41,13,28,36,51,68,132,New confirmed cases by infection date,Likely decreasing,0.93
Pomorskie,43 (9 -- 179),43,63,76,9,24,34,54,76,179,New confirmed cases by infection date,Likely decreasing,0.67
Wielkopolskie,33 (7 -- 162),33,53,66,7,19,26,42,65,162,New confirmed cases by infection date,Stable,0.54
Lubelskie,32 (7 -- 122),32,45,43,7,18,26,40,56,122,New confirmed cases by infection date,Likely decreasing,0.84
Kujawsko-Pomorskie,31 (7 -- 121),31,42,41,7,18,25,37,53,121,New confirmed cases by infection date,Likely decreasing,0.68
Dolnośląskie,28 (8 -- 88),28,35,28,8,17,23,33,45,88,New confirmed cases by infection date,Likely decreasing,0.87
Warmińsko-Mazurskie,25 (7 -- 98),25,37,42,7,15,21,31,43,98,New confirmed cases by infection date,Stable,0.59
Łódzkie,24 (6 -- 86),24,33,29,6,14,20,30,41,86,New confirmed cases by infection date,Likely decreasing,0.85
Podlaskie,21 (5 -- 72),21,28,26,5,12,17,25,34,72,New confirmed cases by infection date,Likely decreasing,0.84
Świętokrzyskie,21 (7 -- 68),21,28,26,7,13,18,25,34,68,New confirmed cases by infection date,Likely decreasing,0.73
Zachodniopomorskie,15 (3 -- 70),15,24,26,3,9,13,19,29,70,New confirmed cases by infection date,Likely decreasing,0.76
Opolskie,13 (3 -- 56),13,20,27,3,7,10,16,23,56,New confirmed cases by infection date,Likely decreasing,0.83
Lubuskie,4 (0 -- 24),4,7,20,0,1,3,5,8,24,New confirmed cases by infection date,Likely decreasing,0.81
Wielkopolskie,0.96 (0.47 -- 1.9),0.96,1,0.46,0.47,0.74,0.87,1.1,1.3,1.9,Effective reproduction no.,Stable,0.54
