Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,11344 (2418 -- 56318),Likely decreasing,0.86 (0.46 -- 1.3),-0.041 (-0.16 -- 0.07),-17 (9.9 -- -4.2)
Bavaria,19491 (5361 -- 54445),Likely decreasing,0.87 (0.61 -- 1.1),-0.037 (-0.11 -- 0.029),-19 (24 -- -6.1)
Berlin,4252 (1830 -- 9174),Likely decreasing,0.91 (0.69 -- 1.1),-0.026 (-0.091 -- 0.015),-27 (46 -- -7.6)
Brandenburg,1733 (398 -- 5854),Likely decreasing,0.85 (0.51 -- 1.1),-0.042 (-0.15 -- 0.031),-17 (22 -- -4.7)
Bremen,1527 (430 -- 5958),Likely decreasing,0.91 (0.62 -- 1.3),-0.024 (-0.11 -- 0.079),-29 (8.7 -- -6.3)
Dolnośląskie,28 (8 -- 88),Likely decreasing,0.71 (0.4 -- 1.2),-0.083 (-0.18 -- 0.041),-8.3 (17 -- -3.8)
Germany,104752 (51136 -- 196196),Decreasing,0.86 (0.69 -- 1),-0.039 (-0.09 -- 0.00036),-18 (1900 -- -7.7)
Hamburg,2123 (926 -- 4434),Decreasing,0.77 (0.57 -- 0.95),-0.064 (-0.13 -- -0.015),-11 (-46 -- -5.5)
Hesse,9176 (2797 -- 28329),Likely decreasing,0.86 (0.61 -- 1.1),-0.038 (-0.12 -- 0.035),-18 (20 -- -6)
Kujawsko-Pomorskie,31 (7 -- 121),Likely decreasing,0.86 (0.47 -- 1.5),-0.04 (-0.16 -- 0.14),-17 (5.1 -- -4.3)
Lower Saxony,14275 (3729 -- 53419),Likely decreasing,0.88 (0.6 -- 1.2),-0.035 (-0.12 -- 0.055),-20 (13 -- -5.9)
Lubelskie,32 (7 -- 122),Likely decreasing,0.7 (0.32 -- 1.3),-0.088 (-0.21 -- 0.067),-7.9 (10 -- -3.2)
Lubuskie,4 (0 -- 24),Likely decreasing,0.68 (0.32 -- 1.5),-0.092 (-0.21 -- 0.12),-7.5 (5.7 -- -3.3)
Mazowieckie,119 (38 -- 350),Likely decreasing,0.79 (0.46 -- 1.3),-0.061 (-0.16 -- 0.072),-11 (9.6 -- -4.2)
Małopolskie,43 (13 -- 132),Likely decreasing,0.66 (0.37 -- 1.1),-0.1 (-0.2 -- 0.016),-6.9 (43 -- -3.5)
Mecklenburg-Vorpommern,1247 (415 -- 3923),Likely decreasing,0.84 (0.61 -- 1.1),-0.046 (-0.11 -- 0.033),-15 (21 -- -6.1)
North Rhine-Westphalia,28349 (16925 -- 47584),Decreasing,0.89 (0.79 -- 0.98),-0.03 (-0.06 -- -0.0049),-23 (-140 -- -12)
Opolskie,13 (3 -- 56),Likely decreasing,0.71 (0.37 -- 1.3),-0.084 (-0.2 -- 0.087),-8.2 (8 -- -3.5)
Podkarpackie,53 (20 -- 167),Likely decreasing,0.91 (0.61 -- 1.5),-0.026 (-0.12 -- 0.13),-27 (5.5 -- -6)
Podlaskie,21 (5 -- 72),Likely decreasing,0.73 (0.37 -- 1.2),-0.076 (-0.2 -- 0.065),-9.1 (11 -- -3.5)
Poland,606 (203 -- 1834),Likely decreasing,0.78 (0.46 -- 1.3),-0.062 (-0.16 -- 0.074),-11 (9.3 -- -4.3)
Pomorskie,43 (9 -- 179),Likely decreasing,0.85 (0.4 -- 1.5),-0.042 (-0.19 -- 0.13),-16 (5.3 -- -3.7)
Rhineland-Palatinate,4694 (1422 -- 12826),Likely decreasing,0.85 (0.6 -- 1.1),-0.042 (-0.12 -- 0.018),-17 (38 -- -5.9)
Saarland,934 (255 -- 2822),Likely decreasing,0.83 (0.56 -- 1.1),-0.047 (-0.13 -- 0.02),-15 (35 -- -5.3)
Saxony,2303 (569 -- 9641),Likely decreasing,0.81 (0.51 -- 1.2),-0.053 (-0.15 -- 0.046),-13 (15 -- -4.8)
Saxony-Anhalt,1326 (454 -- 3021),Decreasing,0.81 (0.56 -- 0.99),-0.055 (-0.13 -- -0.0039),-13 (-180 -- -5.3)
Schleswig-Holstein,5782 (2117 -- 12697),Likely decreasing,0.86 (0.62 -- 1),-0.038 (-0.11 -- 0.005),-18 (140 -- -6.2)
Thuringia,941 (258 -- 4066),Likely decreasing,0.81 (0.52 -- 1.2),-0.055 (-0.14 -- 0.053),-13 (13 -- -4.9)
Warmińsko-Mazurskie,25 (7 -- 98),Stable,0.94 (0.54 -- 1.7),-0.017 (-0.14 -- 0.17),-41 (4.1 -- -5.1)
Wielkopolskie,33 (7 -- 162),Stable,0.96 (0.47 -- 1.9),-0.011 (-0.16 -- 0.22),-62 (3.1 -- -4.3)
Zachodniopomorskie,15 (3 -- 70),Likely decreasing,0.77 (0.4 -- 1.4),-0.065 (-0.18 -- 0.11),-11 (6.2 -- -3.8)
Łódzkie,24 (6 -- 86),Likely decreasing,0.71 (0.34 -- 1.2),-0.084 (-0.21 -- 0.056),-8.2 (12 -- -3.4)
Śląskie,78 (20 -- 264),Likely decreasing,0.78 (0.39 -- 1.4),-0.062 (-0.19 -- 0.095),-11 (7.3 -- -3.7)
Świętokrzyskie,21 (7 -- 68),Likely decreasing,0.85 (0.51 -- 1.4),-0.043 (-0.15 -- 0.1),-16 (6.6 -- -4.8)
