Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,13748 (8021 -- 25574),Likely increasing,1.1 (0.91 -- 1.4),0.03 (-0.026 -- 0.098),23 (7.1 -- -27)
Bavaria,19775 (12247 -- 34778),Likely increasing,1.1 (0.93 -- 1.4),0.037 (-0.019 -- 0.094),19 (7.4 -- -37)
Berlin,3501 (1934 -- 6913),Likely increasing,1 (0.86 -- 1.3),0.011 (-0.04 -- 0.082),64 (8.4 -- -17)
Brandenburg,1834 (991 -- 3934),Likely increasing,1 (0.83 -- 1.4),0.011 (-0.048 -- 0.1),63 (6.9 -- -14)
Bremen,809 (467 -- 1473),Likely increasing,1.1 (0.92 -- 1.2),0.019 (-0.022 -- 0.061),37 (11 -- -31)
Dolnośląskie,3192 (1746 -- 6085),Likely decreasing,0.78 (0.58 -- 1),-0.063 (-0.12 -- 0.0055),-11 (130 -- -5.6)
Germany,64300 (16734 -- 129423),Likely decreasing,0.88 (0.39 -- 1.2),-0.035 (-0.19 -- 0.062),-20 (11 -- -3.6)
Hamburg,1795 (792 -- 3507),Likely increasing,1 (0.83 -- 1.2),0.0095 (-0.049 -- 0.049),73 (14 -- -14)
Hesse,6549 (4082 -- 11679),Likely increasing,1 (0.89 -- 1.2),0.0079 (-0.032 -- 0.065),88 (11 -- -22)
Kujawsko-Pomorskie,1967 (1200 -- 3372),Likely decreasing,0.84 (0.7 -- 1),-0.044 (-0.088 -- 0.0059),-16 (120 -- -7.9)
Lower Saxony,6372 (4060 -- 12184),Likely increasing,1.1 (0.93 -- 1.3),0.014 (-0.019 -- 0.088),48 (7.9 -- -36)
Lubelskie,1892 (1137 -- 3072),Likely decreasing,0.86 (0.71 -- 1),-0.039 (-0.083 -- 0.0021),-18 (340 -- -8.3)
Lubuskie,789 (464 -- 1400),Decreasing,0.81 (0.66 -- 0.98),-0.055 (-0.099 -- -0.005),-13 (-140 -- -7)
Mazowieckie,4986 (2942 -- 8700),Decreasing,0.8 (0.64 -- 0.99),-0.057 (-0.1 -- -0.0042),-12 (-160 -- -6.7)
Małopolskie,3155 (1793 -- 5725),Likely decreasing,0.8 (0.64 -- 1),-0.055 (-0.1 -- 0.0046),-12 (150 -- -6.6)
Mecklenburg-Vorpommern,1554 (958 -- 2527),Likely increasing,1.1 (0.89 -- 1.2),0.016 (-0.031 -- 0.05),42 (14 -- -23)
North Rhine-Westphalia,21933 (13227 -- 40506),Likely increasing,1.1 (0.95 -- 1.4),0.028 (-0.015 -- 0.094),24 (7.4 -- -47)
Opolskie,1045 (598 -- 1912),Likely decreasing,0.83 (0.67 -- 1),-0.047 (-0.094 -- 0.0083),-15 (83 -- -7.3)
Podkarpackie,1215 (709 -- 2027),Decreasing,0.78 (0.63 -- 0.94),-0.062 (-0.11 -- -0.018),-11 (-39 -- -6.5)
Podlaskie,964 (600 -- 1578),Likely decreasing,0.91 (0.79 -- 1),-0.024 (-0.058 -- 0.0086),-29 (80 -- -12)
Poland,35856 (21225 -- 62131),Decreasing,0.8 (0.65 -- 0.98),-0.056 (-0.1 -- -0.0041),-12 (-170 -- -6.8)
Pomorskie,1719 (1063 -- 2837),Decreasing,0.8 (0.66 -- 0.96),-0.056 (-0.1 -- -0.01),-12 (-68 -- -6.9)
Rhineland-Palatinate,3885 (1987 -- 8344),Likely increasing,1.1 (0.86 -- 1.3),0.017 (-0.038 -- 0.085),40 (8.1 -- -18)
Saarland,1132 (539 -- 2654),Likely increasing,1.1 (0.92 -- 1.4),0.036 (-0.022 -- 0.11),19 (6.5 -- -31)
Saxony,6619 (3013 -- 13061),Likely increasing,1.1 (0.69 -- 1.4),0.017 (-0.089 -- 0.1),40 (6.9 -- -7.8)
Saxony-Anhalt,2500 (1262 -- 4998),Likely increasing,1 (0.83 -- 1.3),0.0094 (-0.046 -- 0.067),74 (10 -- -15)
Schleswig-Holstein,1197 (779 -- 1918),Stable,0.99 (0.86 -- 1.1),-0.0027 (-0.038 -- 0.029),-260 (24 -- -18)
Thuringia,2954 (1792 -- 5382),Stable,1 (0.88 -- 1.2),0.0021 (-0.035 -- 0.053),330 (13 -- -20)
Warmińsko-Mazurskie,1130 (664 -- 1988),Decreasing,0.85 (0.71 -- 1),-0.042 (-0.083 -- -0.0011),-16 (-640 -- -8.4)
Wielkopolskie,3502 (1854 -- 6879),Likely decreasing,0.78 (0.6 -- 1),-0.061 (-0.12 -- 0.0083),-11 (83 -- -5.8)
Zachodniopomorskie,1509 (793 -- 2686),Likely decreasing,0.83 (0.64 -- 1),-0.049 (-0.11 -- 0.0049),-14 (140 -- -6.6)
Łódzkie,2830 (1579 -- 5130),Likely decreasing,0.83 (0.65 -- 1),-0.048 (-0.1 -- 0.0063),-14 (110 -- -6.9)
Śląskie,5295 (2875 -- 9433),Decreasing,0.77 (0.61 -- 0.97),-0.065 (-0.11 -- -0.0095),-11 (-73 -- -6.1)
Świętokrzyskie,1093 (581 -- 2130),Likely decreasing,0.82 (0.64 -- 1),-0.051 (-0.1 -- 0.012),-14 (57 -- -6.6)
