Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,11663 (6437 -- 18476),Stable,1 (0.79 -- 1.1),0.0025 (-0.06 -- 0.035),280 (20 -- -12)
Bavaria,7606 (4192 -- 12695),Likely decreasing,0.87 (0.66 -- 1),-0.038 (-0.098 -- 0.004),-18 (170 -- -7.1)
Berlin,2173 (1190 -- 3975),Likely decreasing,0.93 (0.75 -- 1.1),-0.019 (-0.073 -- 0.027),-37 (25 -- -9.4)
Brandenburg,1154 (586 -- 2149),Likely decreasing,0.9 (0.67 -- 1.1),-0.028 (-0.096 -- 0.028),-25 (25 -- -7.2)
Bremen,289 (72 -- 764),Likely decreasing,0.84 (0.47 -- 1),-0.046 (-0.16 -- 0.012),-15 (57 -- -4.4)
Dolnośląskie,1216 (690 -- 2248),Decreasing,0.75 (0.61 -- 0.94),-0.072 (-0.12 -- -0.018),-9.6 (-38 -- -6)
Germany,44768 (25489 -- 78565),Likely decreasing,0.84 (0.64 -- 1.1),-0.046 (-0.11 -- 0.017),-15 (41 -- -6.6)
Hamburg,981 (469 -- 1979),Likely decreasing,0.93 (0.73 -- 1.1),-0.02 (-0.078 -- 0.025),-35 (28 -- -8.9)
Hesse,4877 (2711 -- 7873),Likely decreasing,0.93 (0.73 -- 1.1),-0.019 (-0.079 -- 0.016),-37 (44 -- -8.8)
Kujawsko-Pomorskie,481 (284 -- 814),Decreasing,0.71 (0.57 -- 0.87),-0.084 (-0.13 -- -0.037),-8.2 (-19 -- -5.5)
Lower Saxony,5023 (2509 -- 8540),Likely decreasing,0.97 (0.72 -- 1.1),-0.0089 (-0.081 -- 0.027),-78 (25 -- -8.6)
Lubelskie,454 (278 -- 816),Decreasing,0.72 (0.59 -- 0.9),-0.08 (-0.12 -- -0.029),-8.7 (-24 -- -5.7)
Lubuskie,214 (118 -- 385),Decreasing,0.69 (0.54 -- 0.84),-0.09 (-0.14 -- -0.046),-7.7 (-15 -- -5.1)
Mazowieckie,1261 (758 -- 2207),Decreasing,0.71 (0.58 -- 0.86),-0.085 (-0.12 -- -0.04),-8.2 (-17 -- -5.5)
Małopolskie,949 (561 -- 1645),Decreasing,0.74 (0.6 -- 0.9),-0.075 (-0.12 -- -0.028),-9.2 (-25 -- -5.9)
Mecklenburg-Vorpommern,761 (425 -- 1357),Likely decreasing,0.87 (0.7 -- 1),-0.036 (-0.086 -- 0.0076),-19 (91 -- -8)
North Rhine-Westphalia,14194 (6414 -- 26446),Likely decreasing,0.89 (0.62 -- 1.1),-0.031 (-0.11 -- 0.018),-22 (39 -- -6.2)
Opolskie,462 (263 -- 835),Decreasing,0.8 (0.65 -- 0.99),-0.057 (-0.1 -- -0.0038),-12 (-180 -- -6.8)
Podkarpackie,205 (114 -- 373),Decreasing,0.63 (0.49 -- 0.8),-0.11 (-0.15 -- -0.058),-6.3 (-12 -- -4.5)
Podlaskie,145 (78 -- 281),Decreasing,0.67 (0.52 -- 0.84),-0.097 (-0.15 -- -0.046),-7.1 (-15 -- -4.8)
Poland,9519 (5857 -- 16728),Decreasing,0.7 (0.5 -- 0.86),-0.087 (-0.15 -- -0.041),-8 (-17 -- -4.6)
Pomorskie,568 (352 -- 1014),Decreasing,0.78 (0.65 -- 0.98),-0.064 (-0.1 -- -0.0066),-11 (-100 -- -6.9)
Rhineland-Palatinate,1696 (858 -- 3239),Likely decreasing,0.82 (0.59 -- 1.1),-0.05 (-0.12 -- 0.02),-14 (35 -- -5.7)
Saarland,986 (499 -- 1999),Likely increasing,1 (0.86 -- 1.2),0.013 (-0.04 -- 0.057),53 (12 -- -18)
Saxony,4735 (2950 -- 7715),Likely decreasing,0.97 (0.82 -- 1.1),-0.0075 (-0.05 -- 0.03),-92 (23 -- -14)
Saxony-Anhalt,1947 (940 -- 3326),Likely decreasing,0.92 (0.68 -- 1),-0.023 (-0.093 -- 0.0094),-30 (73 -- -7.4)
Schleswig-Holstein,688 (412 -- 1102),Decreasing,0.87 (0.71 -- 0.99),-0.037 (-0.085 -- -0.0038),-19 (-180 -- -8.1)
Thuringia,2533 (1650 -- 4147),Likely decreasing,0.98 (0.85 -- 1.1),-0.0062 (-0.041 -- 0.029),-110 (24 -- -17)
Warmińsko-Mazurskie,278 (149 -- 510),Decreasing,0.71 (0.58 -- 0.86),-0.082 (-0.13 -- -0.04),-8.4 (-17 -- -5.5)
Wielkopolskie,1062 (560 -- 1991),Decreasing,0.71 (0.55 -- 0.93),-0.082 (-0.13 -- -0.018),-8.4 (-38 -- -5.1)
Zachodniopomorskie,630 (335 -- 1125),Decreasing,0.77 (0.6 -- 0.94),-0.066 (-0.12 -- -0.016),-10 (-43 -- -5.9)
Łódzkie,719 (400 -- 1293),Decreasing,0.69 (0.55 -- 0.85),-0.089 (-0.13 -- -0.042),-7.8 (-17 -- -5.2)
Śląskie,1598 (868 -- 3033),Decreasing,0.7 (0.54 -- 0.88),-0.085 (-0.14 -- -0.033),-8.2 (-21 -- -5.1)
Świętokrzyskie,248 (128 -- 446),Decreasing,0.7 (0.52 -- 0.92),-0.085 (-0.14 -- -0.023),-8.1 (-30 -- -4.9)
