region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,73276 (34007 -- 174474),73276,86112,51369,34007,54082,65358,83910,103636,174474,New confirmed cases by infection date,Likely decreasing,0.84
Poland,31832 (20032 -- 56819),31832,34111,11981,20032,25954,29454,34373,39325,56819,New confirmed cases by infection date,Likely decreasing,0.9
North Rhine-Westphalia,15626 (7442 -- 32098),15626,17227,8652,7442,11733,13945,17285,20698,32098,New confirmed cases by infection date,Likely decreasing,0.83
Baden-Wurttemberg,10205 (4967 -- 25031),10205,12130,7703,4967,7529,9013,11559,14478,25031,New confirmed cases by infection date,Likely decreasing,0.82
Bavaria,9422 (4212 -- 23822),9422,11125,6487,4212,6810,8188,10832,13354,23822,New confirmed cases by infection date,Likely decreasing,0.76
Hesse,5915 (3285 -- 12135),5915,6606,3174,3285,4644,5418,6511,7686,12135,New confirmed cases by infection date,Likely decreasing,0.71
Lower Saxony,5498 (1363 -- 19012),5498,7346,6677,1363,3257,4523,6742,9330,19012,New confirmed cases by infection date,Likely decreasing,0.72
Berlin,5348 (2239 -- 12595),5348,6172,3508,2239,3826,4743,6104,7564,12595,New confirmed cases by infection date,Likely decreasing,0.75
Hamburg,5312 (3168 -- 9199),5312,5627,1998,3168,4262,4908,5713,6510,9199,New confirmed cases by infection date,Likely increasing,0.14
Saxony,4733 (1650 -- 14842),4733,6125,5155,1650,3100,3959,5519,7390,14842,New confirmed cases by infection date,Likely decreasing,0.87
Schleswig-Holstein,4497 (2684 -- 8813),4497,4946,2240,2684,3520,4112,4868,5659,8813,New confirmed cases by infection date,Likely increasing,0.12
Mazowieckie,4408 (2934 -- 7692),4408,4730,1498,2934,3677,4123,4764,5434,7692,New confirmed cases by infection date,Likely decreasing,0.87
Małopolskie,3500 (2152 -- 6271),3500,3768,1353,2152,2854,3241,3798,4375,6271,New confirmed cases by infection date,Likely decreasing,0.74
Brandenburg,3232 (1500 -- 6982),3232,3592,1797,1500,2392,2890,3633,4348,6982,New confirmed cases by infection date,Likely decreasing,0.9
Śląskie,3037 (1801 -- 5471),3037,3268,1235,1801,2458,2801,3273,3800,5471,New confirmed cases by infection date,Decreasing,0.97
Wielkopolskie,2677 (1635 -- 4781),2677,2867,1043,1635,2148,2472,2892,3321,4781,New confirmed cases by infection date,Decreasing,0.97
Dolnośląskie,2454 (1441 -- 4806),2454,2726,1208,1441,1971,2234,2677,3138,4806,New confirmed cases by infection date,Likely decreasing,0.87
Rhineland-Palatinate,2311 (1110 -- 5518),2311,2675,1503,1110,1736,2066,2592,3175,5518,New confirmed cases by infection date,Likely decreasing,0.8
Thuringia,2186 (894 -- 5046),2186,2507,1567,894,1510,1920,2492,3109,5046,New confirmed cases by infection date,Decreasing,0.97
Pomorskie,2119 (1298 -- 3822),2119,2283,840,1298,1718,1951,2295,2672,3822,New confirmed cases by infection date,Likely decreasing,0.88
Bremen,2065 (1169 -- 3967),2065,2259,996,1169,1656,1894,2233,2589,3967,New confirmed cases by infection date,Likely increasing,0.076
Łódzkie,1900 (1106 -- 3693),1900,2083,895,1106,1500,1738,2070,2426,3693,New confirmed cases by infection date,Likely decreasing,0.92
Saxony-Anhalt,1608 (708 -- 4075),1608,1884,1105,708,1141,1409,1824,2312,4075,New confirmed cases by infection date,Decreasing,0.95
Podkarpackie,1569 (907 -- 3140),1569,1745,765,907,1248,1433,1722,2044,3140,New confirmed cases by infection date,Stable,0.55
Lubelskie,1496 (849 -- 2908),1496,1647,688,849,1190,1366,1663,1922,2908,New confirmed cases by infection date,Stable,0.5
Kujawsko-Pomorskie,1437 (840 -- 2608),1437,1547,584,840,1142,1308,1565,1836,2608,New confirmed cases by infection date,Decreasing,0.96
