Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Baden-Wurttemberg,10205 (4967 -- 25031),Likely decreasing,0.87 (0.69 -- 1.2),-0.036 (-0.091 -- 0.045),-19 (15 -- -7.6)
Bavaria,9422 (4212 -- 23822),Likely decreasing,0.89 (0.67 -- 1.2),-0.032 (-0.097 -- 0.053),-21 (13 -- -7.2)
Berlin,5348 (2239 -- 12595),Likely decreasing,0.93 (0.72 -- 1.1),-0.019 (-0.08 -- 0.036),-36 (19 -- -8.6)
Brandenburg,3232 (1500 -- 6982),Likely decreasing,0.82 (0.61 -- 1.1),-0.05 (-0.11 -- 0.019),-14 (37 -- -6.1)
Bremen,2065 (1169 -- 3967),Likely increasing,1.1 (0.98 -- 1.3),0.025 (-0.0065 -- 0.077),28 (9 -- -110)
Dolnośląskie,2454 (1441 -- 4806),Likely decreasing,0.86 (0.72 -- 1.1),-0.04 (-0.082 -- 0.031),-17 (22 -- -8.4)
Germany,73276 (34007 -- 174474),Likely decreasing,0.87 (0.68 -- 1.1),-0.035 (-0.093 -- 0.037),-20 (19 -- -7.4)
Hamburg,5312 (3168 -- 9199),Likely increasing,1.1 (0.95 -- 1.2),0.016 (-0.013 -- 0.047),43 (15 -- -53)
Hesse,5915 (3285 -- 12135),Likely decreasing,0.95 (0.81 -- 1.2),-0.015 (-0.055 -- 0.048),-47 (15 -- -13)
Kujawsko-Pomorskie,1437 (840 -- 2608),Decreasing,0.82 (0.7 -- 1),-0.051 (-0.088 -- -8e-04),-14 (-870 -- -7.9)
Lower Saxony,5498 (1363 -- 19012),Likely decreasing,0.91 (0.62 -- 1.2),-0.025 (-0.11 -- 0.049),-28 (14 -- -6.2)
Lubelskie,1496 (849 -- 2908),Stable,1 (0.84 -- 1.3),3.9e-05 (-0.046 -- 0.072),18000 (9.7 -- -15)
Lubuskie,724 (405 -- 1517),Likely decreasing,0.86 (0.7 -- 1.2),-0.038 (-0.085 -- 0.048),-18 (14 -- -8.2)
Mazowieckie,4408 (2934 -- 7692),Likely decreasing,0.89 (0.79 -- 1.1),-0.03 (-0.061 -- 0.021),-23 (32 -- -11)
Małopolskie,3500 (2152 -- 6271),Likely decreasing,0.93 (0.79 -- 1.1),-0.019 (-0.059 -- 0.039),-37 (18 -- -12)
Mecklenburg-Vorpommern,1285 (694 -- 2561),Likely decreasing,0.83 (0.65 -- 1),-0.049 (-0.1 -- 0.0087),-14 (80 -- -6.9)
North Rhine-Westphalia,15626 (7442 -- 32098),Likely decreasing,0.9 (0.73 -- 1.1),-0.029 (-0.079 -- 0.028),-24 (25 -- -8.8)
Opolskie,845 (502 -- 1607),Likely decreasing,0.82 (0.69 -- 1),-0.05 (-0.091 -- 0.012),-14 (57 -- -7.6)
Podkarpackie,1569 (907 -- 3140),Stable,0.98 (0.83 -- 1.3),-0.0047 (-0.049 -- 0.071),-150 (9.7 -- -14)
Podlaskie,494 (278 -- 915),Likely decreasing,0.93 (0.77 -- 1.1),-0.021 (-0.065 -- 0.039),-34 (18 -- -11)
Poland,31832 (20032 -- 56819),Likely decreasing,0.87 (0.76 -- 1.1),-0.036 (-0.069 -- 0.015),-19 (46 -- -10)
Pomorskie,2119 (1298 -- 3822),Likely decreasing,0.88 (0.75 -- 1.1),-0.035 (-0.073 -- 0.017),-20 (41 -- -9.5)
Rhineland-Palatinate,2311 (1110 -- 5518),Likely decreasing,0.88 (0.69 -- 1.2),-0.033 (-0.089 -- 0.046),-21 (15 -- -7.8)
Saarland,1127 (521 -- 2407),Likely increasing,1.1 (0.78 -- 1.4),0.015 (-0.063 -- 0.11),47 (6.2 -- -11)
Saxony,4733 (1650 -- 14842),Likely decreasing,0.77 (0.54 -- 1.1),-0.067 (-0.14 -- 0.038),-10 (18 -- -5)
Saxony-Anhalt,1608 (708 -- 4075),Decreasing,0.71 (0.52 -- 0.99),-0.084 (-0.15 -- -0.0029),-8.3 (-240 -- -4.8)
Schleswig-Holstein,4497 (2684 -- 8813),Likely increasing,1.1 (0.96 -- 1.3),0.022 (-0.011 -- 0.088),32 (7.9 -- -61)
Thuringia,2186 (894 -- 5046),Decreasing,0.72 (0.51 -- 0.94),-0.082 (-0.15 -- -0.016),-8.5 (-43 -- -4.7)
Warmińsko-Mazurskie,875 (499 -- 1690),Likely decreasing,0.83 (0.68 -- 1),-0.049 (-0.091 -- 0.013),-14 (54 -- -7.6)
Wielkopolskie,2677 (1635 -- 4781),Decreasing,0.82 (0.7 -- 0.98),-0.05 (-0.085 -- -0.0066),-14 (-100 -- -8.1)
Zachodniopomorskie,1409 (887 -- 2360),Decreasing,0.83 (0.72 -- 0.98),-0.048 (-0.08 -- -0.0048),-14 (-150 -- -8.7)
Łódzkie,1900 (1106 -- 3693),Likely decreasing,0.85 (0.71 -- 1),-0.041 (-0.083 -- 0.012),-17 (59 -- -8.3)
Śląskie,3037 (1801 -- 5471),Decreasing,0.8 (0.68 -- 0.98),-0.057 (-0.093 -- -0.0069),-12 (-100 -- -7.4)
Świętokrzyskie,961 (553 -- 1883),Likely decreasing,0.93 (0.8 -- 1.2),-0.02 (-0.058 -- 0.047),-35 (15 -- -12)
